hubspot_id,name,domain,segment,industry,mrr,currency,signup_date,csm_owner,plan,state,churn_date,mrr_mxn,mrr_original,currency_original,mrr_source,mrr_confidence
HS-100141,Laboratorios Salas y Carrera,laboratorios855.com.mx,Enterprise,Educación,43973.00,MXN,2022-10-12,Luis Peña,Premium,Estado de México,,43973.00,,MXN,imputed_from_deal,medium
HS-100142,"Proyectos Leal, Casares y Galván",proyectos944.com.mx,SMB,Construcción,6910.00,MXN,2024-06-05,Diego Ortega,Basico,Jalisco,,6910.00,6910.00,MXN,crm,none
HS-100143,Puente e Hijos,puente792.com.mx,SMB,Logística,8471.00,MXN,2023-08-16,Carla Nuñez,Basico,Querétaro,,8471.00,8471.00,MXN,crm,none
HS-100144,Club Guillen y Serrato,club290.com.mx,SMB,Manufactura,7947.00,MXN,2022-10-04,Fernanda Solís,Basico,Yucatán,,7947.00,7947.00,MXN,crm,none
HS-100145,Paredes-Angulo,paredesangul458.com.mx,SMB,Tecnología,6412.00,MXN,2023-12-29,Diego Ortega,Basico,Chihuahua,,6412.00,6412.00,MXN,crm,none
HS-100146,"Sotelo, Montemayor y Vásquez",sotelo467.com.mx,SMB,Educación,4636.00,MXN,2023-09-10,Jorge Ibarra,Basico,Puebla,,4636.00,4636.00,MXN,crm,none
HS-100147,Polanco-Terán e Hijos,polancoterán45.com.mx,Mid-Market,Educación,24498.00,MXN,2022-02-26,Jorge Ibarra,Pro,Estado de México,,24498.00,24498.00,MXN,crm,none
HS-100148,Corona y Gaytán S.C.,corona812.com.mx,SMB,Automotriz,8723.00,MXN,2024-03-17,Luis Peña,Basico,Chihuahua,,8723.00,8723.00,MXN,crm,none
HS-100149,Corporacin Madrigal-Lozano,corporacin340.com.mx,SMB,Hospitalidad,2822.00,MXN,2024-06-24,Jorge Ibarra,Basico,CDMX,,2822.00,2822.00,MXN,crm,none
HS-100150,Véliz-Matías,vélizmatías148.com.mx,SMB,Agroindustria,5358.00,MXN,2022-09-02,Marta Díaz,Basico,Guanajuato,,5358.00,5358.00,MXN,crm,none
HS-100151,Muñoz A.C.,muñoz710.com.mx,Enterprise,Hospitalidad,83821.00,MXN,2023-08-06,Fernanda Solís,Premium,Chihuahua,,83821.00,83821.00,MXN,crm,none
HS-100152,Narváez-Casillas S. R.L. de C.V.,narváezcasil978.com.mx,SMB,Educación,4594.00,MXN,2023-10-12,Carla Nuñez,Basico,Jalisco,,4594.00,4594.00,MXN,crm,none
HS-100153,Industrias Cedillo-Olvera,industrias647.com.mx,SMB,Construcción,7606.00,MXN,2024-02-09,Jorge Ibarra,Basico,Jalisco,,7606.00,7606.00,MXN,crm,none
HS-100154,"Despacho Aranda, Corona y Guzmán",despacho721.com.mx,SMB,Automotriz,2823.00,MXN,2022-09-08,Ana Ruiz,Basico,CDMX,,2823.00,2823.00,MXN,crm,none
HS-100155,"Rivero, Arroyo y Guevara",rivero816.com.mx,Enterprise,Salud,952602.00,MXN,2023-10-31,Luis Peña,Premium,Puebla,,952602.00,51492.00,USD,crm,none
HS-100156,"Laboratorios Marín, del Río y Garrido",laboratorios422.com.mx,SMB,Servicios Financieros,6636.00,MXN,2022-11-24,Carla Nuñez,Basico,Puebla,2024-02-18,6636.00,6636.00,MXN,crm,none
HS-100157,Grupo Montoya-Canales,grupo935.com.mx,Mid-Market,Alimentos,13689.00,MXN,2022-09-10,Marta Díaz,Pro,Yucatán,,13689.00,13689.00,MXN,crm,none
HS-100158,Barajas-Regalado e Hijos,barajasregal683.com.mx,Mid-Market,Logística,24245.00,MXN,2024-03-19,Carla Nuñez,Pro,Nuevo León,,24245.00,24245.00,MXN,crm,none
HS-100159,Chapa S.C.,chapa453.com.mx,SMB,Retail,4830.00,MXN,2022-11-27,Fernanda Solís,Basico,Querétaro,,4830.00,4830.00,MXN,crm,none
HS-100160,Corporacin Tejeda-Baeza,corporacin866.com.mx,Mid-Market,Alimentos,15527.00,MXN,2023-08-11,Ana Ruiz,Pro,Puebla,,15527.00,15527.00,MXN,crm,none
HS-100161,Covarrubias-Rosario S.A. de C.V.,covarrubiasr586.com.mx,SMB,Educación,4940.00,MXN,2022-01-06,Marta Díaz,Basico,CDMX,,4940.00,4940.00,MXN,crm,none
HS-100162,Malave-Delgado,malavedelgad406.com.mx,Mid-Market,Automotriz,9265.00,MXN,2023-09-28,Diego Ortega,Pro,CDMX,,9265.00,9265.00,MXN,crm,none
HS-100163,"Grupo Gastélum, Manzanares y Lira",grupo764.com.mx,Mid-Market,Hospitalidad,18378.00,MXN,2023-03-07,Carla Nuñez,Pro,Guanajuato,,18378.00,18378.00,MXN,crm,none
HS-100164,Industrias Pacheco y Correa,industrias652.com.mx,SMB,Construcción,3557.00,MXN,2023-10-17,Diego Ortega,Basico,Nuevo León,,3557.00,3557.00,MXN,crm,none
HS-100165,Dueñas S. R.L. de C.V.,dueñas100.com.mx,SMB,Automotriz,7140.00,MXN,2023-03-31,Ana Ruiz,Basico,Sonora,,7140.00,7140.00,MXN,crm,none
HS-100166,Soto-Canales,sotocanales750.com.mx,Mid-Market,Salud,11953.00,MXN,2024-03-31,Fernanda Solís,Pro,Estado de México,,11953.00,11953.00,MXN,crm,none
HS-100167,Collazo-Prieto,collazopriet206.com.mx,SMB,Tecnología,3082.00,MXN,2022-07-11,Carla Nuñez,Basico,Chihuahua,,3082.00,3082.00,MXN,crm,none
HS-100168,"Corporacin Solorzano, Ramírez y Zavala",corporacin851.com.mx,SMB,Logística,3347.00,MXN,2024-02-01,Jorge Ibarra,Basico,Querétaro,,3347.00,3347.00,MXN,crm,none
HS-100169,Proyectos Garibay-Espinosa,proyectos892.com.mx,SMB,Agroindustria,4774.00,MXN,2024-02-04,Luis Peña,Basico,Puebla,,4774.00,4774.00,MXN,crm,none
HS-100170,Valenzuela-Rodríquez,valenzuelaro742.com.mx,Mid-Market,Automotriz,22022.00,MXN,2023-01-19,Marta Díaz,Pro,Jalisco,,22022.00,22022.00,MXN,crm,none
HS-100171,"Proyectos Armenta, Holguín y Rubio",proyectos15.com.mx,Mid-Market,Educación,26582.00,MXN,2023-04-23,Fernanda Solís,Pro,Querétaro,,26582.00,26582.00,MXN,crm,none
HS-100172,Despacho Garrido-Quintana,despacho391.com.mx,SMB,Hospitalidad,8737.00,MXN,2022-07-22,Jorge Ibarra,Basico,CDMX,,8737.00,8737.00,MXN,crm,none
HS-100173,Apodaca-Saucedo S.A.,apodacasauce906.com.mx,SMB,Hospitalidad,6599.00,MXN,2023-10-20,Fernanda Solís,Basico,Jalisco,,6599.00,6599.00,MXN,crm,none
HS-100174,"Pacheco, Granados y Espinosa",pacheco844.com.mx,SMB,Automotriz,5803.00,MXN,2022-07-02,Luis Peña,Basico,CDMX,,5803.00,5803.00,MXN,crm,none
HS-100175,"Proyectos Miramontes, Santiago y Quesada",proyectos312.com.mx,Mid-Market,Manufactura,12805.00,MXN,2023-08-13,Carla Nuñez,Pro,Nuevo León,,12805.00,12805.00,MXN,crm,none
HS-100176,"Grupo Patiño, Huerta y Tafoya",grupo465.com.mx,SMB,Educación,5039.00,MXN,2022-02-23,Fernanda Solís,Basico,Nuevo León,,5039.00,5039.00,MXN,crm,none
HS-100177,Proyectos Ramos y Cazares,proyectos671.com.mx,Mid-Market,Educación,463129.00,MXN,2023-07-13,Marta Díaz,Pro,CDMX,,463129.00,25034.00,USD,crm,none
HS-100178,Aparicio-Garica,apariciogari380.com.mx,SMB,Agroindustria,3779.00,MXN,2023-09-10,Diego Ortega,Basico,Guanajuato,,3779.00,3779.00,MXN,crm,none
HS-100179,Laboratorios Leyva y Ojeda,laboratorios703.com.mx,Enterprise,Retail,87093.00,MXN,2022-11-13,Marta Díaz,Premium,CDMX,,87093.00,87093.00,MXN,crm,none
HS-100180,"Nazario, Almaraz y Sandoval",nazario283.com.mx,SMB,Educación,3554.00,MXN,2024-03-21,Ana Ruiz,Basico,Puebla,,3554.00,3554.00,MXN,crm,none
HS-100181,Naranjo S.A. de C.V.,naranjo655.com.mx,SMB,Automotriz,6891.00,MXN,2022-02-10,Luis Peña,Basico,Nuevo León,,6891.00,6891.00,MXN,crm,none
HS-100182,Otero y Ontiveros y Asociados,otero211.com.mx,SMB,Hospitalidad,2562.00,MXN,2024-05-29,Diego Ortega,Basico,Puebla,,2562.00,2562.00,MXN,crm,none
HS-100183,Laboratorios Briseño-Esparza,laboratorios793.com.mx,Enterprise,Salud,46171.00,MXN,2024-03-10,Luis Peña,Premium,Nuevo León,,46171.00,46171.00,MXN,crm,none
HS-100184,"Club Cotto, Flores y Chavarría",club257.com.mx,Mid-Market,Servicios Financieros,14717.00,MXN,2022-11-10,Ana Ruiz,Pro,Nuevo León,,14717.00,14717.00,MXN,crm,none
HS-100185,"Grupo Castellanos, Loya y Tamayo",grupo367.com.mx,SMB,Manufactura,8471.00,MXN,2023-07-25,Luis Peña,Basico,Querétaro,,8471.00,8471.00,MXN,crm,none
HS-100186,Club Mejía-Carrera,club130.com.mx,Mid-Market,Manufactura,22794.00,MXN,2024-04-09,Ana Ruiz,Pro,Yucatán,,22794.00,22794.00,MXN,crm,none
HS-100187,"Marroquín, Leiva y Maya",marroquín797.com.mx,Mid-Market,Alimentos,25817.00,MXN,2023-03-28,Luis Peña,Pro,Sonora,2024-02-08,25817.00,25817.00,MXN,crm,none
HS-100188,Crespo y Borrego S. R.L. de C.V.,crespo745.com.mx,Mid-Market,Manufactura,26086.00,MXN,2023-02-02,Ana Ruiz,Pro,CDMX,,26086.00,26086.00,MXN,crm,none
HS-100189,"Industrias Ceballos, Lozada y Nava",industrias868.com.mx,SMB,Alimentos,5290.00,MXN,2023-07-20,Ana Ruiz,Basico,Jalisco,2024-05-02,5290.00,5290.00,MXN,crm,none
HS-100190,"Despacho Ontiveros, Montañez y Colón",despacho623.com.mx,SMB,Salud,3215.00,MXN,2023-08-23,Fernanda Solís,Basico,Sonora,,3215.00,3215.00,MXN,crm,none
HS-100191,"Proyectos Padrón, Saavedra y Solís",proyectos730.com.mx,SMB,Servicios Financieros,4663.00,MXN,2023-01-24,Jorge Ibarra,Basico,Chihuahua,,4663.00,4663.00,MXN,crm,none
HS-100192,Corporacin Ruelas-Feliciano,corporacin441.com.mx,Enterprise,Hospitalidad,83888.00,MXN,2023-04-15,Diego Ortega,Premium,Chihuahua,,83888.00,83888.00,MXN,crm,none
HS-100193,Batista-de León S. R.L. de C.V.,batistade887.com.mx,Enterprise,Agroindustria,57593.00,MXN,2024-06-12,Jorge Ibarra,Premium,Guanajuato,,57593.00,57593.00,MXN,crm,none
HS-100194,Acosta A.C.,acosta409.com.mx,Mid-Market,Alimentos,12115.00,MXN,2023-03-27,Fernanda Solís,Pro,Querétaro,,12115.00,12115.00,MXN,crm,none
HS-100195,"Ávila, Palomo y Pizarro",ávila977.com.mx,SMB,Salud,3250.00,MXN,2024-05-15,Ana Ruiz,Basico,Jalisco,,3250.00,3250.00,MXN,crm,none
HS-100196,Durán S.C.,durán99.com.mx,SMB,Educación,8099.00,MXN,2022-03-20,Carla Nuñez,Basico,Chihuahua,2022-07-19,8099.00,8099.00,MXN,crm,none
HS-100197,"Ayala, Valle y Fuentes",ayala338.com.mx,Mid-Market,Servicios Financieros,13005.00,MXN,2023-07-13,Fernanda Solís,Pro,Estado de México,,13005.00,13005.00,MXN,crm,none
HS-100198,Industrias Arce-Rentería,industrias53.com.mx,Enterprise,Agroindustria,51045.00,MXN,2023-12-07,Carla Nuñez,Premium,Puebla,,51045.00,51045.00,MXN,crm,none
HS-100199,Menchaca-Estrada S.A.,menchacaestr673.com.mx,Enterprise,Tecnología,83527.00,MXN,2023-11-05,Diego Ortega,Premium,Chihuahua,,83527.00,83527.00,MXN,crm,none
HS-100200,Club Torres-Trujillo,club118.com.mx,Mid-Market,Salud,18128.00,MXN,2023-06-29,Jorge Ibarra,Pro,Chihuahua,,18128.00,18128.00,MXN,crm,none
HS-100201,Grupo Arellano-Luna,grupo629.com.mx,Mid-Market,Hospitalidad,27243.00,MXN,2023-06-11,Fernanda Solís,Pro,Querétaro,,27243.00,27243.00,MXN,crm,none
HS-100202,Elizondo-Vergara S.A.,elizondoverg185.com.mx,SMB,Manufactura,4238.00,MXN,2023-06-09,Ana Ruiz,Basico,Nuevo León,,4238.00,4238.00,MXN,crm,none
HS-100203,Corporacin Carrero-Durán,corporacin580.com.mx,SMB,Tecnología,7384.00,MXN,2024-02-14,Ana Ruiz,Basico,Chihuahua,2024-04-17,7384.00,7384.00,MXN,crm,none
HS-100204,Proyectos Amaya y Osorio,proyectos386.com.mx,Enterprise,Construcción,50340.00,MXN,2022-04-05,Marta Díaz,Premium,Guanajuato,,50340.00,50340.00,MXN,crm,none
HS-100205,"Corporacin Armendáriz, Sepúlveda y Villagómez",corporacin611.com.mx,Mid-Market,Hospitalidad,10723.00,MXN,2023-03-12,Carla Nuñez,Pro,CDMX,,10723.00,10723.00,MXN,crm,none
HS-100206,"Toro, Valentín y Villareal",toro84.com.mx,SMB,Automotriz,4229.00,MXN,2024-04-21,Carla Nuñez,Basico,Yucatán,,4229.00,4229.00,MXN,crm,none
HS-100207,"Madrigal, Pacheco y Malave",madrigal280.com.mx,SMB,Educación,3765.00,MXN,2024-01-12,Ana Ruiz,Basico,Querétaro,,3765.00,3765.00,MXN,crm,none
HS-100208,Aguilera-Matos,aguileramato695.com.mx,Mid-Market,Automotriz,24945.00,MXN,2023-01-29,Ana Ruiz,Pro,Puebla,,24945.00,24945.00,MXN,crm,none
HS-100209,Laboratorios Valdivia-Ornelas,laboratorios614.com.mx,SMB,Educación,2448.00,MXN,2022-07-07,Luis Peña,Basico,Nuevo León,,2448.00,2448.00,MXN,crm,none
HS-100210,Ceballos-Reyna S.C.,ceballosreyn297.com.mx,SMB,Logística,4687.00,MXN,2022-05-23,Jorge Ibarra,Basico,Nuevo León,,4687.00,4687.00,MXN,crm,none
HS-100211,Zambrano-Navarrete,zambranonava390.com.mx,SMB,Tecnología,117697.00,MXN,2023-07-03,Fernanda Solís,Basico,Guanajuato,,117697.00,6362.00,USD,crm,none
HS-100212,Proyectos Acevedo y Rendón,proyectos407.com.mx,Mid-Market,Retail,10386.00,MXN,2022-01-09,Diego Ortega,Pro,Guanajuato,2022-05-28,10386.00,10386.00,MXN,crm,none
HS-100213,Industrias Abreu y Granado,industrias440.com.mx,Mid-Market,Hospitalidad,22252.00,MXN,2022-10-04,Marta Díaz,Pro,Jalisco,,22252.00,22252.00,MXN,crm,none
HS-100214,"Cavazos, Zavala y Villareal",cavazos22.com.mx,SMB,Educación,4660.00,MXN,2024-04-20,Jorge Ibarra,Basico,Guanajuato,,4660.00,4660.00,MXN,crm,none
HS-100215,Herrera-Delgadillo,herreradelga448.com.mx,Mid-Market,Retail,12468.00,MXN,2023-12-28,Jorge Ibarra,Pro,Chihuahua,,12468.00,12468.00,MXN,crm,none
HS-100216,Trejo y Aparicio S.A. de C.V.,trejo406.com.mx,SMB,Retail,4541.00,MXN,2023-05-13,Luis Peña,Basico,Jalisco,,4541.00,,MXN,imputed_from_deal,medium
HS-100217,Cornejo-Navarrete S.A.,cornejonavar649.com.mx,SMB,Servicios Financieros,2934.00,MXN,2023-09-06,Marta Díaz,Basico,Guanajuato,2024-05-21,2934.00,2934.00,MXN,crm,none
HS-100218,Grupo Burgos y Alba,grupo982.com.mx,Mid-Market,Agroindustria,13839.00,MXN,2024-01-06,Luis Peña,Pro,Nuevo León,2024-04-07,13839.00,13839.00,MXN,crm,none
HS-100219,"Grupo Tijerina, Ponce y Mares",grupo157.com.mx,Mid-Market,Hospitalidad,11469.00,MXN,2023-06-03,Fernanda Solís,Pro,Yucatán,,11469.00,11469.00,MXN,crm,none
HS-100220,"Industrias Cotto, Rentería y de la Garza",industrias773.com.mx,Mid-Market,Alimentos,27988.00,MXN,2022-09-05,Carla Nuñez,Pro,Sonora,,27988.00,27988.00,MXN,crm,none
HS-100221,Negrete-Acosta,negreteacost885.com.mx,Mid-Market,Salud,19359.00,MXN,2022-09-04,Jorge Ibarra,Pro,Yucatán,,19359.00,19359.00,MXN,crm,none
HS-100222,Jasso-Rangel,jassorangel311.com.mx,Mid-Market,Automotriz,18000.00,MXN,2022-10-02,Ana Ruiz,Pro,Querétaro,2024-05-03,18000.00,18000.00,MXN,crm,none
HS-100223,Pulido-Olivárez,pulidoolivár463.com.mx,SMB,Alimentos,2308.00,MXN,2022-09-03,Ana Ruiz,Basico,Jalisco,,2308.00,2308.00,MXN,crm,none
HS-100224,"Peres, Contreras y Valdez",peres609.com.mx,SMB,Hospitalidad,6153.00,MXN,2023-08-14,Diego Ortega,Basico,CDMX,,6153.00,6153.00,MXN,crm,none
HS-100225,de Jesús y Campos y Asociados,de931.com.mx,SMB,Alimentos,8634.00,MXN,2023-12-08,Carla Nuñez,Basico,Nuevo León,2024-06-06,8634.00,8634.00,MXN,crm,none
HS-100226,Serna y Anaya e Hijos,serna462.com.mx,SMB,Manufactura,52669.50,MXN,2023-05-29,Luis Peña,Basico,CDMX,2024-06-22,52669.50,2847.00,USD,crm,none
HS-100227,"Berríos, Carranza y Nazario",berríos725.com.mx,Enterprise,Construcción,62345.00,MXN,2024-06-05,Luis Peña,Premium,Guanajuato,,62345.00,62345.00,MXN,crm,none
HS-100228,"Tórrez, Sotelo y Muñoz",tórrez940.com.mx,SMB,Salud,4317.00,MXN,2022-06-08,Fernanda Solís,Basico,Sonora,,4317.00,4317.00,MXN,crm,none
HS-100229,"Industrias Ríos, Saucedo y Salcido",industrias809.com.mx,Enterprise,Manufactura,387828.00,MXN,2024-05-17,Carla Nuñez,Premium,Estado de México,,387828.00,,MXN,imputed_from_deal,medium
HS-100230,Cepeda-Arredondo y Asociados,cepedaarredo259.com.mx,Mid-Market,Logística,13927.00,MXN,2022-12-21,Luis Peña,Pro,Guanajuato,2024-01-24,13927.00,13927.00,MXN,crm,none
HS-100231,"Club Valdés, Oquendo y Alcántar",club991.com.mx,Mid-Market,Logística,21843.00,MXN,2024-02-06,Ana Ruiz,Pro,Querétaro,,21843.00,21843.00,MXN,crm,none
HS-100232,Club Briones y Serrano,club386.com.mx,SMB,Servicios Financieros,7271.00,MXN,2024-03-15,Diego Ortega,Basico,Chihuahua,2024-06-27,7271.00,7271.00,MXN,crm,none
HS-100233,Club Aranda y Arroyo,club662.com.mx,Mid-Market,Retail,22874.00,MXN,2022-06-07,Marta Díaz,Pro,Querétaro,,22874.00,22874.00,MXN,crm,none
HS-100234,Valles-Nazario,vallesnazari974.com.mx,SMB,Tecnología,3754.00,MXN,2023-08-05,Luis Peña,Basico,Nuevo León,,3754.00,3754.00,MXN,crm,none
HS-100235,Montenegro-Nieto A.C.,montenegroni80.com.mx,SMB,Tecnología,4423.00,MXN,2023-05-16,Diego Ortega,Basico,Chihuahua,,4423.00,4423.00,MXN,crm,none
HS-100236,"Despacho Quiñones, Chacón y Rosado",despacho678.com.mx,Mid-Market,Manufactura,13294.00,MXN,2023-08-26,Luis Peña,Pro,Nuevo León,,13294.00,13294.00,MXN,crm,none
HS-100237,"Proyectos Perales, Narváez y Nazario",proyectos790.com.mx,SMB,Agroindustria,7117.00,MXN,2024-03-01,Jorge Ibarra,Basico,Guanajuato,,7117.00,7117.00,MXN,crm,none
HS-100238,Grupo Nieto-Ortiz,grupo737.com.mx,SMB,Automotriz,72982.50,MXN,2023-12-01,Fernanda Solís,Basico,Yucatán,,72982.50,3945.00,USD,crm,none
HS-100239,Villaseñor y Palomino S.A.,villaseñor547.com.mx,Mid-Market,Construcción,19140.00,MXN,2022-05-29,Diego Ortega,Pro,Puebla,,19140.00,19140.00,MXN,crm,none
HS-100240,Chacón-Jaimes,chacónjaimes695.com.mx,SMB,Salud,6672.00,MXN,2023-07-10,Diego Ortega,Basico,Estado de México,,6672.00,6672.00,MXN,crm,none
HS-100241,Grupo Longoria-Velázquez,grupo541.com.mx,Enterprise,Servicios Financieros,81535.00,MXN,2022-07-30,Carla Nuñez,Premium,Nuevo León,,81535.00,81535.00,MXN,crm,none
HS-100242,Alemán-Palomino,alemánpalomi54.com.mx,Enterprise,Logística,85286.00,MXN,2023-08-12,Ana Ruiz,Premium,Chihuahua,,85286.00,85286.00,MXN,crm,none
HS-100243,"Godoy, Santiago y Gollum",godoy292.com.mx,Enterprise,Retail,45877.00,MXN,2022-02-06,Carla Nuñez,Premium,Nuevo León,,45877.00,45877.00,MXN,crm,none
HS-100244,Galindo S. R.L. de C.V.,galindo94.com.mx,SMB,Educación,3818.00,MXN,2022-07-12,Ana Ruiz,Basico,Estado de México,,3818.00,3818.00,MXN,crm,none
HS-100245,Leyva-Aponte,leyvaaponte406.com.mx,SMB,Manufactura,6112.00,MXN,2024-01-20,Ana Ruiz,Basico,Guanajuato,,6112.00,6112.00,MXN,crm,none
HS-100246,Arellano y Armas S.C.,arellano29.com.mx,Enterprise,Construcción,82996.00,MXN,2022-05-21,Marta Díaz,Premium,Nuevo León,,82996.00,82996.00,MXN,crm,none
HS-100247,Abrego S.C.,abrego40.com.mx,SMB,Tecnología,4350.00,MXN,2022-10-01,Diego Ortega,Basico,Yucatán,,4350.00,4350.00,MXN,crm,none
HS-100248,"Arriaga, Navarrete y Rangel",arriaga631.com.mx,Enterprise,Alimentos,29245.00,MXN,2024-01-09,Diego Ortega,Premium,Nuevo León,,29245.00,29245.00,MXN,crm,none
HS-100249,Club Alvarez-Ferrer,club963.com.mx,Enterprise,Servicios Financieros,55738.00,MXN,2024-03-16,Marta Díaz,Premium,Puebla,,55738.00,55738.00,MXN,crm,none
HS-100250,Correa-Garibay,correagariba125.com.mx,Mid-Market,Logística,16813.00,MXN,2023-01-19,Carla Nuñez,Pro,Yucatán,,16813.00,16813.00,MXN,crm,none
HS-100251,Carrillo-Ceja,carrilloceja114.com.mx,SMB,Retail,8854.00,MXN,2024-05-27,Fernanda Solís,Basico,Chihuahua,,8854.00,8854.00,MXN,crm,none
HS-100252,Casárez-Granado,casárezgrana248.com.mx,SMB,Hospitalidad,7886.00,MXN,2022-03-04,Carla Nuñez,Basico,Guanajuato,,7886.00,7886.00,MXN,crm,none
HS-100253,Proyectos Mateo y Tejeda,proyectos585.com.mx,Mid-Market,Construcción,15137.00,MXN,2023-07-16,Carla Nuñez,Pro,Guanajuato,,15137.00,15137.00,MXN,crm,none
HS-100254,"Laboratorios Ulibarri, Delgadillo y Madrigal",laboratorios977.com.mx,SMB,Retail,6309.00,MXN,2022-06-16,Carla Nuñez,Basico,Chihuahua,,6309.00,6309.00,MXN,crm,none
HS-100255,Corporacin Becerra-Salas,corporacin400.com.mx,SMB,Manufactura,5851.00,MXN,2022-10-26,Marta Díaz,Basico,Querétaro,,5851.00,5851.00,MXN,crm,none
HS-100256,"Despacho Montalvo, Carrera y Pedraza",despacho17.com.mx,Mid-Market,Agroindustria,11213.00,MXN,2022-04-07,Fernanda Solís,Pro,Jalisco,,11213.00,11213.00,MXN,crm,none
HS-100257,"Canales, Guzmán y Gonzales",canales753.com.mx,Enterprise,Hospitalidad,36743.00,MXN,2024-05-22,Carla Nuñez,Premium,Guanajuato,,36743.00,36743.00,MXN,crm,none
HS-100258,Laboratorios Montaño y Carvajal,laboratorios180.com.mx,Mid-Market,Automotriz,448144.00,MXN,2024-01-23,Luis Peña,Pro,Nuevo León,,448144.00,24224.00,USD,crm,none
HS-100259,Mata-Gálvez S. R.L. de C.V.,matagálvez734.com.mx,Mid-Market,Retail,23997.00,MXN,2023-04-15,Ana Ruiz,Pro,Puebla,,23997.00,23997.00,MXN,crm,none
HS-100260,"Despacho de la Torre, Pichardo y Robledo",despacho324.com.mx,SMB,Manufactura,4540.00,MXN,2023-08-01,Carla Nuñez,Basico,Yucatán,,4540.00,4540.00,MXN,crm,none
HS-100261,Rodarte y Madrigal S.C.,rodarte38.com.mx,Mid-Market,Logística,15262.00,MXN,2024-06-29,Diego Ortega,Pro,CDMX,,15262.00,15262.00,MXN,crm,none
HS-100262,"Proyectos Franco, Gálvez y Valenzuela",proyectos340.com.mx,Enterprise,Automotriz,80385.00,MXN,2022-09-12,Jorge Ibarra,Premium,Yucatán,,80385.00,80385.00,MXN,crm,none
HS-100263,Industrias Bétancourt y Sisneros,industrias348.com.mx,SMB,Educación,3530.00,MXN,2022-11-04,Diego Ortega,Basico,Chihuahua,,3530.00,3530.00,MXN,crm,none
HS-100264,Pacheco y Marroquín y Asociados,pacheco821.com.mx,SMB,Logística,2676.00,MXN,2022-09-26,Diego Ortega,Basico,Nuevo León,,2676.00,2676.00,MXN,crm,none
HS-100265,Ferrer-Vallejo,ferrervallej301.com.mx,Mid-Market,Servicios Financieros,12361.00,MXN,2023-11-07,Marta Díaz,Pro,Querétaro,,12361.00,12361.00,MXN,crm,none
HS-100266,Garica-Díaz,garicadíaz618.com.mx,Mid-Market,Alimentos,22962.00,MXN,2024-06-09,Marta Díaz,Pro,Yucatán,,22962.00,22962.00,MXN,crm,none
HS-100267,"Casanova, Portillo y Tamayo",casanova745.com.mx,Mid-Market,Manufactura,23252.00,MXN,2023-09-13,Diego Ortega,Pro,CDMX,,23252.00,23252.00,MXN,crm,none
HS-100268,Grupo Ceja y Galván,grupo688.com.mx,Mid-Market,Retail,22310.00,MXN,2023-12-16,Fernanda Solís,Pro,Nuevo León,,22310.00,22310.00,MXN,crm,none
HS-100269,"Club Duarte, Verdugo y Solorzano",club147.com.mx,SMB,Manufactura,8952.00,MXN,2023-10-30,Diego Ortega,Basico,Guanajuato,2024-02-27,8952.00,8952.00,MXN,crm,none
HS-100270,"Rangel, Arellano y Carreón",rangel393.com.mx,SMB,Salud,6646.00,MXN,2022-05-09,Marta Díaz,Basico,Guanajuato,2023-10-11,6646.00,6646.00,MXN,crm,none
HS-100271,Laboratorios Tafoya y Sanches,laboratorios782.com.mx,Mid-Market,Alimentos,27806.00,MXN,2022-05-10,Jorge Ibarra,Pro,Guanajuato,,27806.00,27806.00,MXN,crm,none
HS-100272,"Valdivia, Curiel y Ibarra",valdivia286.com.mx,Mid-Market,Automotriz,12717.00,MXN,2023-10-22,Jorge Ibarra,Pro,Chihuahua,,12717.00,12717.00,MXN,crm,none
HS-100273,Zepeda-Partida,zepedapartid936.com.mx,Mid-Market,Educación,12858.00,MXN,2022-07-15,Fernanda Solís,Pro,Yucatán,,12858.00,12858.00,MXN,crm,none
HS-100274,Grupo Arias-Valle,grupo627.com.mx,Enterprise,Construcción,41118.00,MXN,2023-11-15,Diego Ortega,Premium,Jalisco,,41118.00,41118.00,MXN,crm,none
HS-100275,"Proyectos Muñiz, Benavídez y Rivero",proyectos177.com.mx,SMB,Alimentos,7843.00,MXN,2022-08-10,Diego Ortega,Basico,Guanajuato,,7843.00,,MXN,imputed_from_deal,medium
HS-100276,"Grupo Estévez, Tamayo y Raya",grupo356.com.mx,SMB,Automotriz,7812.00,MXN,2024-02-13,Marta Díaz,Basico,Nuevo León,,7812.00,7812.00,MXN,crm,none
HS-100277,Club de la Torre-Olivas,club727.com.mx,Mid-Market,Agroindustria,14704.00,MXN,2022-01-19,Luis Peña,Pro,Jalisco,,14704.00,14704.00,MXN,crm,none
HS-100278,Arias-Rosales,ariasrosales812.com.mx,Mid-Market,Construcción,16757.00,MXN,2022-10-29,Marta Díaz,Pro,Chihuahua,,16757.00,16757.00,MXN,crm,none
HS-100279,Grupo Arevalo-Loera,grupo378.com.mx,Mid-Market,Hospitalidad,27076.00,MXN,2022-07-29,Ana Ruiz,Pro,Jalisco,,27076.00,27076.00,MXN,crm,none
HS-100280,Archuleta-Perea,archuletaper408.com.mx,Mid-Market,Logística,24684.00,MXN,2023-03-21,Jorge Ibarra,Pro,Sonora,,24684.00,24684.00,MXN,crm,none
