company_sk,master_id,hubspot_id,account_id,vitally_id,company_name,domain_label,segment,industry,plan,csm_owner,state,signup_date,churn_date,churn_status,attributes_hash,effective_from,effective_to,is_current,ruleset_version
482c53d78c48,3280fc910c85,HS-100144,ACC-2143,cus_100143,Club Guillen y Serrato,club290,SMB,Manufactura,Basico,Fernanda Solís,Yucatán,2022-10-04,,active,05c44af64c13,2024-08-31,,True,1.0.0
63326e561e8b,32a352c90e42,HS-100319,ACC-2318,cus_100318,Flores-Zapata,floreszapata298,SMB,Tecnología,Basico,Fernanda Solís,Querétaro,2024-02-24,2024-06-19,churned,05c44af64c13,2024-08-31,,True,1.0.0
beb9bcc57da4,32abb429e0d8,HS-100090,ACC-2089,cus_100089,Ríos-Tijerina,riostijerina439,SMB,Automotriz,Basico,Marta Díaz,Puebla,2023-02-09,2023-10-21,churned,58b139e9510f,2024-08-31,,True,1.0.0
b2a89f54aab5,338f32670f98,HS-100399,ACC-2398,cus_100398,Chavarría y Santiago S.A.,chavarria13,Mid-Market,Educación,Pro,Fernanda Solís,Chihuahua,2023-04-02,,active,4fa0276c7767,2024-08-31,,True,1.0.0
418662dcbb0e,3444de83dd85,HS-100327,ACC-2326,cus_100326,Proyectos Guzmán y Quintero,proyectos191,Mid-Market,Alimentos,Pro,Carla Nuñez,Sonora,2023-02-04,2023-09-04,churned,49d8861015c4,2024-08-31,,True,1.0.0
b4b4598b878a,34932df15d7b,HS-100361,ACC-2360,cus_100360,Despacho Hernández-Aponte,despacho576,SMB,Manufactura,Basico,Jorge Ibarra,Puebla,2022-10-09,,active,178fe802cd43,2024-08-31,,True,1.0.0
5cf833d96811,3499a7868775,HS-100148,ACC-2147,cus_100147,Corona y Gaytán S.C.,corona812,SMB,Automotriz,Basico,Luis Peña,Chihuahua,2024-03-17,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
61eb574c3861,34a9ffde0fc0,HS-100107,ACC-2106,cus_100106,Bermúdez-Sánchez S.C.,bermudezsanc417,SMB,Agroindustria,Basico,Jorge Ibarra,Yucatán,2023-01-25,,active,178fe802cd43,2024-08-31,,True,1.0.0
cf58700f84e0,34c5037c1d22,HS-100198,ACC-2197,cus_100197,Industrias Arce-Rentería,industrias53,Enterprise,Agroindustria,Premium,Carla Nuñez,Puebla,2023-12-07,,active,3bfc4837532c,2024-08-31,,True,1.0.0
0b0521af7630,34fc60602415,HS-100618,ACC-2617,cus_100617,Cornejo-Villareal,cornejovilla12,SMB,Manufactura,Basico,Diego Ortega,Yucatán,2022-05-23,,active,b91952ad0533,2024-08-31,,True,1.0.0
7e43f19ac283,35f7ee11ef6a,HS-100286,ACC-2285,cus_100285,Club Zambrano y Terrazas,club515,SMB,Retail,Basico,Luis Peña,Nuevo León,2023-03-14,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
a87678988a74,368a3f9d6514,HS-100525,ACC-2524,cus_100524,Fernández S.C.,fernandez315,Mid-Market,Educación,Pro,Ana Ruiz,Sonora,2024-05-27,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
03a1de5af8fd,36fd3dae4ce6,HS-100078,ACC-2077,cus_100077,López e Hijos,lopez137,SMB,Alimentos,Basico,Carla Nuñez,Sonora,2022-11-25,,active,54379cde7967,2024-08-31,,True,1.0.0
51a730188e74,37211eeb762c,HS-100624,ACC-2623,cus_100623,"Laboratorios Pizarro, Tamez y Rosario",laboratorios576,SMB,Servicios Financieros,Basico,Ana Ruiz,Puebla,2024-02-11,,active,3006ea73b76b,2024-08-31,,True,1.0.0
ab9dd658dc0c,375bde6ba88f,HS-100483,ACC-2482,cus_100482,Gamez-Otero,gamezotero567,SMB,Manufactura,Basico,Jorge Ibarra,Guanajuato,2023-01-19,,active,178fe802cd43,2024-08-31,,True,1.0.0
9079992c7c6e,3764f7701b9c,HS-100099,ACC-2098,cus_100098,Garibay-Tejeda S. R.L. de C.V.,garibaytejed816,SMB,Retail,Basico,Fernanda Solís,Guanajuato,2024-03-26,,active,05c44af64c13,2024-08-31,,True,1.0.0
5d6e31b05e88,37d67f0e2f52,HS-100057,ACC-2056,cus_100056,"Proyectos Lara, Garica y Olmos",proyectos106,SMB,Automotriz,Basico,Carla Nuñez,Nuevo León,2023-01-17,,active,54379cde7967,2024-08-31,,True,1.0.0
2de2618d0771,392bdeef86e1,HS-100360,ACC-2359,cus_100359,Chacón-Flores S.C.,chaconflores485,Mid-Market,Servicios Financieros,Pro,Luis Peña,Yucatán,2024-04-20,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
19d09f06fa81,396128940af3,HS-100174,ACC-2173,cus_100173,"Pacheco, Granados y Espinosa",pacheco844,SMB,Automotriz,Basico,Luis Peña,CDMX,2022-07-02,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
4ee7844dd5ca,3967f5213479,HS-100597,ACC-2596,cus_100596,"Quintero, Escobedo y Carrillo",quintero678,Mid-Market,Manufactura,Pro,Jorge Ibarra,Yucatán,2022-03-05,,active,f20fd128e16f,2024-08-31,,True,1.0.0
aee14b1fa73c,3a6d440d0d78,HS-100203,ACC-2202,cus_100202,Corporacin Carrero-Durán,corporacin580,SMB,Tecnología,Basico,Ana Ruiz,Chihuahua,2024-02-14,2024-04-17,churned,3006ea73b76b,2024-08-31,,True,1.0.0
45c63a1e8fc7,3af530a7679a,HS-100638,ACC-2637,cus_100637,Industrias Zaragoza-Lira,industrias136,SMB,Automotriz,Basico,Fernanda Solís,Guanajuato,2024-04-29,,active,05c44af64c13,2024-08-31,,True,1.0.0
e793886f0400,3b117610596f,HS-100326,ACC-2325,cus_100325,Orta-Estévez,ortaestevez904,Mid-Market,Educación,Pro,Diego Ortega,Estado de México,2024-02-27,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
ec7520aec1f4,3b4b11aa5621,HS-100291,ACC-2290,cus_100290,Carreón-Garay e Hijos,carreongaray465,SMB,Logística,Basico,Jorge Ibarra,Yucatán,2022-05-02,,active,178fe802cd43,2024-08-31,,True,1.0.0
9033d501a09e,3baa0f55645f,HS-100485,ACC-2484,cus_100484,"Segura, Zamudio y Baca",segura824,Mid-Market,Construcción,Pro,Diego Ortega,Querétaro,2023-03-02,2023-12-25,churned,79494cbaf8f7,2024-08-31,,True,1.0.0
9c660cf322f9,3d3cf29f1b67,HS-100095,ACC-2094,cus_100094,Proyectos Escobar-Vigil,proyectos717,Mid-Market,Alimentos,Pro,Fernanda Solís,Jalisco,2022-05-28,,active,4fa0276c7767,2024-08-31,,True,1.0.0
62cf1d8762d1,3d464b2bd5fe,HS-100518,ACC-2517,cus_100517,Gaitán-Delgadillo,gaitandelgad556,Mid-Market,Alimentos,Pro,Luis Peña,Sonora,2022-06-08,2022-10-03,churned,1e61b2a314d4,2024-08-31,,True,1.0.0
c835cf953ab6,3d9c9189ef8b,HS-100423,ACC-2422,cus_100422,"Proyectos León, Salazar y Noriega",proyectos645,SMB,Educación,Basico,Jorge Ibarra,CDMX,2023-01-15,,active,178fe802cd43,2024-08-31,,True,1.0.0
c6e3cf0bffdf,3dc38ff1f062,HS-100058,ACC-2057,cus_100057,"Laboratorios Téllez, Sanches y Abreu",laboratorios886,SMB,Construcción,Basico,Luis Peña,Guanajuato,2024-02-07,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
a3934ff1dd1c,3dec1c7194aa,HS-100117,ACC-2116,cus_100116,Cuellar-Fonseca,cuellarfonse842,Mid-Market,Retail,Pro,Fernanda Solís,CDMX,2023-04-30,2024-05-16,churned,4fa0276c7767,2024-08-31,,True,1.0.0
8150ef2a607b,3e0310fe6b93,HS-100555,ACC-2554,cus_100554,"Proyectos González, Carrasco y Rivera",proyectos485,Mid-Market,Hospitalidad,Pro,Carla Nuñez,Sonora,2022-08-03,,active,49d8861015c4,2024-08-31,,True,1.0.0
b2dd72582e92,3e0eaa7298aa,HS-100284,ACC-2283,cus_100283,Corporacin Caldera y Blanco,corporacin231,SMB,Agroindustria,Basico,Ana Ruiz,Querétaro,2023-04-04,,active,3006ea73b76b,2024-08-31,,True,1.0.0
07d5d50038fa,3ed1dd022bbe,HS-100503,ACC-2502,cus_100502,Zambrano-Cabán S.C.,zambranocaba844,SMB,Construcción,Basico,Fernanda Solís,Jalisco,2023-07-04,,active,05c44af64c13,2024-08-31,,True,1.0.0
c69bf8a06071,3f41a4432bea,HS-100280,ACC-2279,cus_100279,Archuleta-Perea,archuletaper408,Mid-Market,Logística,Pro,Jorge Ibarra,Sonora,2023-03-21,,active,f20fd128e16f,2024-08-31,,True,1.0.0
0330a573906a,3f52261ca656,HS-100188,ACC-2187,cus_100187,Crespo y Borrego S. R.L. de C.V.,crespo745,Mid-Market,Manufactura,Pro,Ana Ruiz,CDMX,2023-02-02,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
c00f135d2383,3f8121a01f52,HS-100065,ACC-2064,cus_100064,Valladares S.C.,valladares524,SMB,Hospitalidad,Basico,Marta Díaz,CDMX,2023-08-19,,active,58b139e9510f,2024-08-31,,True,1.0.0
31854685a1b0,3f9a1cc61de5,HS-100055,ACC-2054,cus_100054,León S.A.,leon37,Mid-Market,Servicios Financieros,Pro,Jorge Ibarra,Nuevo León,2024-03-17,,active,f20fd128e16f,2024-08-31,,True,1.0.0
dac4455fdc5a,4036aa344034,HS-100149,ACC-2148,cus_100148,Corporacin Madrigal-Lozano,corporacin340,SMB,Hospitalidad,Basico,Jorge Ibarra,CDMX,2024-06-24,,active,178fe802cd43,2024-08-31,,True,1.0.0
7080d400464d,40cbcd1a5e9b,HS-100524,ACC-2523,cus_100523,Industrias Reyna-Feliciano,industrias911,Mid-Market,Agroindustria,Pro,Diego Ortega,Nuevo León,2022-01-31,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
b30efbab8802,4140e64c6083,HS-100371,ACC-2370,cus_100370,Laboratorios Santacruz y Elizondo,laboratorios150,SMB,Agroindustria,Basico,Carla Nuñez,Estado de México,2023-05-27,,active,54379cde7967,2024-08-31,,True,1.0.0
35b549b2a2da,4196ef66325f,HS-100086,ACC-2085,cus_100085,Laboratorios Herrera y Rodríguez,laboratorios874,SMB,Educación,Basico,Carla Nuñez,Sonora,2022-12-28,,active,54379cde7967,2024-08-31,,True,1.0.0
f88c40062fee,419e91f90223,HS-100172,ACC-2171,cus_100171,Despacho Garrido-Quintana,despacho391,SMB,Hospitalidad,Basico,Jorge Ibarra,CDMX,2022-07-22,,active,178fe802cd43,2024-08-31,,True,1.0.0
b6cae08c5046,41c9fae6089e,HS-100307,ACC-2306,cus_100306,Mayorga-Montemayor S.C.,mayorgamonte502,SMB,Servicios Financieros,Basico,Ana Ruiz,Guanajuato,2022-07-24,,active,3006ea73b76b,2024-08-31,,True,1.0.0
f8e10cf388c9,41d822af890b,HS-100056,ACC-2055,cus_100055,Industrias Balderas y Yáñez,industrias316,Enterprise,Manufactura,Premium,Fernanda Solís,Puebla,2022-06-18,,active,e4075c4fb552,2024-08-31,,True,1.0.0
a72d36f146dc,4241a3ce2f40,HS-100003,ACC-2002,cus_100002,Granados y Solís e Hijos,granados239,Mid-Market,Construcción,Pro,Fernanda Solís,Chihuahua,2024-05-30,,active,4fa0276c7767,2024-08-31,,True,1.0.0
8b84b441f485,43aa39bba634,HS-100163,ACC-2162,cus_100162,"Grupo Gastélum, Manzanares y Lira",grupo764,Mid-Market,Hospitalidad,Pro,Carla Nuñez,Guanajuato,2023-03-07,,active,49d8861015c4,2024-08-31,,True,1.0.0
6c781f2d5373,446b01c1b10d,HS-100066,ACC-2065,cus_100065,Villareal S.A. de C.V.,villareal447,SMB,Agroindustria,Basico,Fernanda Solís,Puebla,2023-02-11,,active,05c44af64c13,2024-08-31,,True,1.0.0
05509e0a1efd,454a653ec9a9,HS-100560,ACC-2559,cus_100559,Velásquez y Anaya S. R.L. de C.V.,velasquez662,Mid-Market,Hospitalidad,Pro,Diego Ortega,Estado de México,2023-02-22,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
f8ac5dbe4232,4566eb75d1d3,HS-100622,ACC-2621,cus_100621,Proyectos Gonzales-Lebrón,proyectos510,SMB,Retail,Basico,Ana Ruiz,Chihuahua,2024-04-26,,active,3006ea73b76b,2024-08-31,,True,1.0.0
3c081294ec0e,47165a293fc0,HS-100238,ACC-2237,cus_100237,Grupo Nieto-Ortiz,grupo737,SMB,Automotriz,Basico,Fernanda Solís,Yucatán,2023-12-01,,active,05c44af64c13,2024-08-31,,True,1.0.0
4275b678f286,4748fb3a478f,HS-100542,ACC-2541,cus_100541,Sepúlveda y Cisneros y Asociados,sepulveda658,Mid-Market,Retail,Pro,Jorge Ibarra,Guanajuato,2023-03-24,,active,f20fd128e16f,2024-08-31,,True,1.0.0
c2509ad88a34,4852e6665bc7,HS-100516,ACC-2515,cus_100515,Naranjo-Limón A.C.,naranjolimon243,SMB,Tecnología,Basico,Marta Díaz,Sonora,2022-03-11,,active,58b139e9510f,2024-08-31,,True,1.0.0
6bd29afb2c1f,48633a3c243e,HS-100052,ACC-2051,cus_100051,Cordero S.A.,cordero501,Mid-Market,Servicios Financieros,Pro,Diego Ortega,Querétaro,2023-12-22,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
07b5cc05ca96,48c20dcf6fe4,HS-100619,ACC-2618,cus_100618,Grupo Sanches-Quiñónez,grupo77,Mid-Market,Tecnología,Pro,Marta Díaz,CDMX,2023-08-08,,active,991478174dff,2024-08-31,,True,1.0.0
6b186819a45d,48fddc0a1679,HS-100315,ACC-2314,cus_100314,"Almanza, Dávila y Sanches",almanza693,Mid-Market,Salud,Pro,Luis Peña,Querétaro,2023-02-13,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
c6321c123488,49ce3285ee46,HS-100646,ACC-2645,cus_100645,Club Morales y Portillo,club980,Enterprise,Educación,Premium,Fernanda Solís,Querétaro,2022-02-01,,active,e4075c4fb552,2024-08-31,,True,1.0.0
238a9024064b,49ecd60b845c,HS-100079,ACC-2078,cus_100078,Despacho Olivárez-Ruelas,despacho973,SMB,Salud,Basico,Carla Nuñez,Estado de México,2024-03-26,,active,54379cde7967,2024-08-31,,True,1.0.0
8baae0fe32b8,4ad2695790da,HS-100381,ACC-2380,cus_100380,Gurule-Jurado,gurulejurado835,SMB,Logística,Basico,Marta Díaz,Estado de México,2022-08-12,,active,58b139e9510f,2024-08-31,,True,1.0.0
8c1762f7cfcc,4b4752da4a83,HS-100096,ACC-2095,cus_100095,Flórez-Monroy e Hijos,florezmonroy988,SMB,Tecnología,Basico,Marta Díaz,Sonora,2024-05-07,,active,58b139e9510f,2024-08-31,,True,1.0.0
5c726384ef0a,4b51faa01f35,HS-100016,ACC-2015,cus_100015,Cabrera y Galván S. R.L. de C.V.,cabrera920,SMB,Educación,Basico,Carla Nuñez,Yucatán,2023-07-28,2023-12-05,churned,54379cde7967,2024-08-31,,True,1.0.0
94d7f40c08eb,4b99f2dd30ed,HS-100076,ACC-2075,cus_100075,"Parra, Ybarra y Menéndez",parra250,Mid-Market,Educación,Pro,Diego Ortega,Jalisco,2023-03-17,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
0e660c8f8286,4bf97be2706d,HS-100369,ACC-2368,cus_100368,Angulo y Asociados,angulo904,SMB,Servicios Financieros,Basico,Fernanda Solís,Yucatán,2024-05-25,,active,05c44af64c13,2024-08-31,,True,1.0.0
e3a6173a0760,4bfe1795911a,HS-100075,ACC-2074,cus_100074,Carrera y Crespo y Asociados,carrera425,Mid-Market,Alimentos,Pro,Jorge Ibarra,Yucatán,2022-07-02,,active,f20fd128e16f,2024-08-31,,True,1.0.0
7105f3b8a497,4cdf5b9fe3a4,HS-100534,ACC-2533,cus_100533,Saldivar y Rojo S.A.,saldivar750,Mid-Market,Tecnología,Pro,Ana Ruiz,Guanajuato,2022-01-24,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
58e29305cf2d,4cfcbde1f51f,HS-100505,ACC-2504,cus_100504,Magaña-Sevilla,maganasevill95,Mid-Market,Tecnología,Pro,Ana Ruiz,Nuevo León,2022-11-06,2024-04-21,churned,b10d0bb0f81c,2024-08-31,,True,1.0.0
ea9d96db0361,4deb4455b182,HS-100429,ACC-2428,cus_100428,Industrias Cazares-Navarro,industrias605,SMB,Hospitalidad,Basico,Ana Ruiz,Nuevo León,2023-12-27,2024-04-04,churned,3006ea73b76b,2024-08-31,,True,1.0.0
c9ab74ce4efb,4dfb9ec0ce11,HS-100248,ACC-2247,cus_100247,"Arriaga, Navarrete y Rangel",arriaga631,Enterprise,Alimentos,Premium,Diego Ortega,Nuevo León,2024-01-09,,active,6c2887815d0e,2024-08-31,,True,1.0.0
f95ece7a749e,5020089d9965,HS-100168,ACC-2167,cus_100167,"Corporacin Solorzano, Ramírez y Zavala",corporacin851,SMB,Logística,Basico,Jorge Ibarra,Querétaro,2024-02-01,,active,178fe802cd43,2024-08-31,,True,1.0.0
d3a43af0809b,50de7a632ea8,HS-100288,ACC-2287,cus_100287,Fernández-de la Garza,fernandezde47,SMB,Retail,Basico,Diego Ortega,Sonora,2022-09-23,,active,b91952ad0533,2024-08-31,,True,1.0.0
ddd71b4b16da,517840039522,HS-100160,ACC-2159,cus_100159,Corporacin Tejeda-Baeza,corporacin866,Mid-Market,Alimentos,Pro,Ana Ruiz,Puebla,2023-08-11,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
40093288e561,51a517c1a25b,HS-100309,ACC-2308,cus_100308,"Grupo Beltrán, Garza y Bahena",grupo486,Mid-Market,Hospitalidad,Pro,Ana Ruiz,Sonora,2023-12-07,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
89e6a1d779b0,51b8827af99f,HS-100002,ACC-2001,cus_100001,Guillen y Saucedo y Asociados,guillen759,Enterprise,Automotriz,Premium,Ana Ruiz,Jalisco,2024-01-01,,active,109ecb009392,2024-08-31,,True,1.0.0
57725f35e60b,51e97a6e2d0f,HS-100484,ACC-2483,cus_100483,Ibarra e Hijos,ibarra846,Mid-Market,Logística,Pro,Ana Ruiz,Nuevo León,2022-12-27,2024-02-04,churned,b10d0bb0f81c,2024-08-31,,True,1.0.0
e4c42890c027,5205e01e1434,HS-100027,ACC-2026,cus_100026,Laboratorios Godoy y Toledo,laboratorios320,SMB,Agroindustria,Basico,Jorge Ibarra,Jalisco,2024-04-12,,active,178fe802cd43,2024-08-31,,True,1.0.0
2abe4d111059,5211255cc108,HS-100468,ACC-2467,cus_100467,Montalvo y Márquez y Asociados,montalvo911,Mid-Market,Servicios Financieros,Pro,Jorge Ibarra,Sonora,2022-05-25,,active,f20fd128e16f,2024-08-31,,True,1.0.0
d4d90759807e,523ef10f815e,HS-100077,ACC-2076,cus_100076,"Menéndez, Figueroa y Corral",menendez225,Mid-Market,Educación,Pro,Diego Ortega,Jalisco,2024-01-20,2024-04-20,churned,79494cbaf8f7,2024-08-31,,True,1.0.0
8ed487c1b112,52584d35f5ce,HS-100111,ACC-2110,cus_100110,Industrias Puente y Tello,industrias124,SMB,Construcción,Basico,Diego Ortega,Nuevo León,2023-04-01,2024-02-29,churned,b91952ad0533,2024-08-31,,True,1.0.0
404685ffc4f9,5284a262a4a1,HS-100018,ACC-2017,cus_100017,Mateo-Rolón S. R.L. de C.V.,mateorolon66,SMB,Hospitalidad,Basico,Carla Nuñez,Querétaro,2022-03-20,,active,54379cde7967,2024-08-31,,True,1.0.0
9873d227cb1d,531b08e15995,HS-100081,ACC-2080,cus_100080,"Ojeda, Rivas y Roybal",ojeda497,Mid-Market,Servicios Financieros,Pro,Fernanda Solís,Querétaro,2023-04-06,,active,4fa0276c7767,2024-08-31,,True,1.0.0
707c6035adf8,5382574560dc,HS-100535,ACC-2534,cus_100534,Valle-Valencia S.C.,vallevalenci629,Mid-Market,Hospitalidad,Pro,Luis Peña,Sonora,2022-08-04,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
867fc97db1ee,538f62518bf7,HS-100448,ACC-2447,cus_100447,Rentería-Madera,renteriamade463,Mid-Market,Educación,Pro,Marta Díaz,Guanajuato,2024-01-01,,active,991478174dff,2024-08-31,,True,1.0.0
8b3d4085c8a2,53f68810a2c7,HS-100533,ACC-2532,cus_100532,"Rivero, Castellanos y Anaya",rivero21,Enterprise,Logística,Premium,Luis Peña,Estado de México,2024-06-10,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
d8dfa993f9ed,5469ca09097a,HS-100467,ACC-2466,cus_100466,Olivas-Casas,olivascasas507,SMB,Construcción,Basico,Carla Nuñez,Jalisco,2023-07-02,,active,54379cde7967,2024-08-31,,True,1.0.0
460eb4988213,548b90cb0018,HS-100508,ACC-2507,cus_100507,Porras-Arredondo S.A.,porrasarredo635,Mid-Market,Hospitalidad,Pro,Jorge Ibarra,Chihuahua,2024-06-19,,active,f20fd128e16f,2024-08-31,,True,1.0.0
c41499e98dea,54e0cdf8d6e2,HS-100308,ACC-2307,cus_100307,Laboratorios Escobar-Gómez,laboratorios690,SMB,Salud,Basico,Fernanda Solís,CDMX,2024-04-10,,active,05c44af64c13,2024-08-31,,True,1.0.0
614cafa29ca2,559a1afd0e44,HS-100444,ACC-2443,cus_100443,Robles S.A. de C.V.,robles332,SMB,Tecnología,Basico,Diego Ortega,Chihuahua,2022-05-23,,active,b91952ad0533,2024-08-31,,True,1.0.0
5bc3c4e06047,55d38d912444,HS-100184,ACC-2183,cus_100183,"Club Cotto, Flores y Chavarría",club257,Mid-Market,Servicios Financieros,Pro,Ana Ruiz,Nuevo León,2022-11-10,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
73880173c8aa,565904aa901f,HS-100128,ACC-2127,cus_100127,Valencia-Guardado e Hijos,valenciaguar553,Mid-Market,Servicios Financieros,Pro,Jorge Ibarra,Guanajuato,2022-09-01,,active,f20fd128e16f,2024-08-31,,True,1.0.0
905ccf21983b,566ce673d067,HS-100115,ACC-2114,cus_100114,Valdez-Manzanares A.C.,valdezmanzan967,Mid-Market,Agroindustria,Pro,Carla Nuñez,Querétaro,2022-11-22,,active,49d8861015c4,2024-08-31,,True,1.0.0
116355e619cb,567a1080b6c7,HS-100477,ACC-2476,cus_100476,Romero-Franco A.C.,romerofranco530,SMB,Servicios Financieros,Basico,Fernanda Solís,Querétaro,2023-04-25,,active,05c44af64c13,2024-08-31,,True,1.0.0
b2b4701d4577,56cc5e17ca7e,HS-100390,ACC-2389,cus_100389,"Balderas, Galván y Espinal",balderas144,Mid-Market,Agroindustria,Pro,Marta Díaz,CDMX,2022-05-20,,active,991478174dff,2024-08-31,,True,1.0.0
a1e3122339da,572855d81626,HS-100210,ACC-2209,cus_100209,Ceballos-Reyna S.C.,ceballosreyn297,SMB,Logística,Basico,Jorge Ibarra,Nuevo León,2022-05-23,,active,178fe802cd43,2024-08-31,,True,1.0.0
05191b37a9e2,572d46de8d86,HS-100255,ACC-2254,cus_100254,Corporacin Becerra-Salas,corporacin400,SMB,Manufactura,Basico,Marta Díaz,Querétaro,2022-10-26,,active,58b139e9510f,2024-08-31,,True,1.0.0
a753ff505b26,57430e054ca2,HS-100623,ACC-2622,cus_100622,Rangel y Asociados,rangel1,SMB,Servicios Financieros,Basico,Carla Nuñez,Querétaro,2022-08-14,,active,54379cde7967,2024-08-31,,True,1.0.0
064c91a4e9da,5788d992991c,HS-100489,ACC-2488,cus_100488,"Laboratorios Cardona, Prado y Valverde",laboratorios355,Enterprise,Servicios Financieros,Premium,Diego Ortega,Querétaro,2024-02-23,2024-06-10,churned,6c2887815d0e,2024-08-31,,True,1.0.0
3f4ea38c0d34,57c8aca8703d,HS-100551,ACC-2550,cus_100550,Club Cuellar-Leiva,club398,SMB,Retail,Basico,Marta Díaz,Chihuahua,2022-03-21,,active,58b139e9510f,2024-08-31,,True,1.0.0
b57def8bd7ab,58660e0d4e6c,HS-100153,ACC-2152,cus_100152,Industrias Cedillo-Olvera,industrias647,SMB,Construcción,Basico,Jorge Ibarra,Jalisco,2024-02-09,,active,178fe802cd43,2024-08-31,,True,1.0.0
d150f8c3d05b,58977cac09cc,HS-100425,ACC-2424,cus_100424,"Villareal, Mateo y Griego",villareal286,SMB,Construcción,Basico,Luis Peña,Guanajuato,2022-08-06,2024-04-06,churned,b1d5ba07b065,2024-08-31,,True,1.0.0
4e0aa9fc5659,589f42a9c63a,HS-100488,ACC-2487,cus_100487,Mojica-Ruelas,mojicaruelas923,SMB,Agroindustria,Basico,Ana Ruiz,Puebla,2023-01-06,2023-10-02,churned,3006ea73b76b,2024-08-31,,True,1.0.0
b410aa0aadf5,5945ffa79bf5,HS-100441,ACC-2440,cus_100440,"Grupo Jáquez, Pulido y Sánchez",grupo887,SMB,Alimentos,Basico,Carla Nuñez,Guanajuato,2024-04-11,,active,54379cde7967,2024-08-31,,True,1.0.0
2f73856b4147,598275c8d1e3,HS-100230,ACC-2229,cus_100229,Cepeda-Arredondo y Asociados,cepedaarredo259,Mid-Market,Logística,Pro,Luis Peña,Guanajuato,2022-12-21,2024-01-24,churned,1e61b2a314d4,2024-08-31,,True,1.0.0
063fe852152e,59a59dbb5c8d,HS-100548,ACC-2547,cus_100547,Balderas-Espinoza e Hijos,balderasespi636,Mid-Market,Automotriz,Pro,Luis Peña,Puebla,2024-02-16,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
6597cb382018,59a8da5bbd25,HS-100537,ACC-2536,cus_100536,Casanova S.A.,casanova568,Mid-Market,Agroindustria,Pro,Marta Díaz,Puebla,2022-03-07,,active,991478174dff,2024-08-31,,True,1.0.0
abbbfbb04bf3,5aabb4abe963,HS-100331,ACC-2330,cus_100330,Corporacin Alcántar-Carranza,corporacin346,SMB,Agroindustria,Basico,Luis Peña,Nuevo León,2022-07-22,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
959acdf90f63,5aadc6d9beb8,HS-100140,ACC-2139,cus_100139,Grupo Bahena y Barragán,grupo853,Enterprise,Automotriz,Premium,Carla Nuñez,Querétaro,2023-07-30,,active,3bfc4837532c,2024-08-31,,True,1.0.0
c5be0f15023c,5ad0321274f2,HS-100164,ACC-2163,cus_100163,Industrias Pacheco y Correa,industrias652,SMB,Construcción,Basico,Diego Ortega,Nuevo León,2023-10-17,,active,b91952ad0533,2024-08-31,,True,1.0.0
be9e85f0c520,5ad6ce2d765a,HS-100036,ACC-2035,cus_100035,Navarrete-Berríos S.A.,navarreteber668,Mid-Market,Manufactura,Pro,Diego Ortega,Puebla,2023-12-05,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
765e6cca031d,5c5dbbe39468,HS-100216,ACC-2215,cus_100215,Trejo y Aparicio S.A. de C.V.,trejo406,SMB,Retail,Basico,Luis Peña,Jalisco,2023-05-13,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
e7eeb21cd805,5c7bb90cf33d,HS-100124,ACC-2123,cus_100123,"Meraz, Ordóñez y Anaya",meraz881,SMB,Agroindustria,Basico,Marta Díaz,Sonora,2023-08-17,,active,58b139e9510f,2024-08-31,,True,1.0.0
96ebf7852221,5ca575bf5963,HS-100317,ACC-2316,cus_100316,Ocampo y Rocha S. R.L. de C.V.,ocampo492,SMB,Salud,Basico,Fernanda Solís,Querétaro,2023-08-10,,active,05c44af64c13,2024-08-31,,True,1.0.0
bd218be67558,5cb37febc3b4,HS-100222,ACC-2221,cus_100221,Jasso-Rangel,jassorangel311,Mid-Market,Automotriz,Pro,Ana Ruiz,Querétaro,2022-10-02,2024-05-03,churned,b10d0bb0f81c,2024-08-31,,True,1.0.0
7bc01c75dfa8,5ce69a34518d,HS-100351,ACC-2350,cus_100350,Delgadillo-López y Asociados,delgadillolo472,SMB,Construcción,Basico,Diego Ortega,Jalisco,2024-01-24,2024-06-24,churned,b91952ad0533,2024-08-31,,True,1.0.0
