master_id,hubspot_id,segment,acquisition_channel,mrr_mxn,churned,reference_month,asof_month,usage_months_asof,score_momentum,score_mom,score_drawdown,score_tenure,tickets_window_total,tickets_window_urgent,csat_window_avg,activation_score,health_score,risk_band,flagged_10,flagged_15,flagged_20
d996f9b6f1f8,HS-100171,Mid-Market,Paid Search,26582.00,False,2024-08,2024-06,15,32.14,44.44,25.47,54.00,1,0,2.00,67.69,40.16,riesgo medio,False,False,True
da3f37a71944,HS-100432,Mid-Market,Referral,18464.00,False,2024-08,2024-06,12,27.86,73.68,15.38,44.69,1,0,1.00,62.56,40.20,riesgo medio,False,False,True
621d856f0a4b,HS-100045,SMB,Referral,4573.00,False,2024-08,2024-06,22,18.46,21.28,19.06,88.92,0,0,,8.72,40.25,riesgo medio,False,False,True
c173e9322576,HS-100234,SMB,Paid Search,3754.00,False,2024-08,2024-06,11,39.66,18.46,70.85,40.23,0,0,,51.11,40.27,riesgo medio,False,False,True
8fd0cb9bb127,HS-100136,SMB,Evento,8196.00,False,2024-08,2024-06,22,32.65,10.68,13.42,82.54,0,0,,0.77,40.34,riesgo medio,False,False,True
f4738f0dd8aa,HS-100237,SMB,Evento,7117.00,False,2024-08,2024-06,4,30.77,73.16,65.30,17.31,0,0,,53.33,40.39,riesgo medio,False,False,True
84b433c4b3b9,HS-100177,Mid-Market,Evento,463129.00,False,2024-08,2024-06,12,34.70,22.56,69.06,44.69,1,0,3.00,42.56,40.42,riesgo medio,False,False,True
57430e054ca2,HS-100623,SMB,Paid Search,8765.00,False,2024-08,2024-06,22,19.49,37.86,16.92,78.54,0,0,,51.45,40.49,riesgo medio,False,False,True
6c0b2c4e1901,HS-100632,Enterprise,Paid Search,64256.00,False,2024-08,2024-06,9,38.63,68.38,18.80,35.00,0,0,,99.15,40.52,riesgo medio,False,False,True
69a9c5b9b867,HS-100183,Enterprise,Partner,46171.00,False,2024-08,2024-06,4,35.73,65.81,64.79,17.31,0,0,,92.65,40.58,riesgo medio,False,False,True
49ce3285ee46,HS-100646,Enterprise,Outbound SDR,64184.00,False,2024-08,2024-06,22,12.82,22.91,18.46,95.85,1,0,4.00,96.24,40.59,riesgo medio,False,False,True
1f5adba0a272,HS-100564,SMB,Evento,8746.00,False,2024-08,2024-06,22,14.70,56.07,11.45,75.15,1,1,,14.87,40.62,riesgo medio,False,False,True
835f374d427c,HS-100569,Enterprise,Referral,70426.00,False,2024-08,2024-06,5,33.68,76.24,47.52,21.62,0,0,,89.57,40.65,riesgo medio,False,False,True
da2408f43334,HS-100040,SMB,Outbound SDR,2479.00,False,2024-08,2024-06,22,20.68,8.72,25.90,93.31,0,0,,38.38,40.86,riesgo medio,False,False,True
3967f5213479,HS-100597,Mid-Market,Referral,9646.00,False,2024-08,2024-06,22,16.92,16.92,23.93,93.31,1,0,3.00,69.23,40.89,riesgo medio,False,False,False
00902f986641,HS-100325,Enterprise,Paid Search,76410.00,False,2024-08,2024-06,22,17.26,36.41,19.32,82.54,0,0,,94.53,40.98,riesgo medio,False,False,False
e48d5b78a86a,HS-100337,Mid-Market,Outbound SDR,18667.00,False,2024-08,2024-06,3,54.70,23.85,90.09,12.15,1,1,,44.36,41.07,riesgo medio,False,False,False
a6735df00d27,HS-100131,SMB,Outbound SDR,4278.00,False,2024-08,2024-06,14,40.85,39.49,24.10,51.08,0,0,,35.21,41.13,riesgo medio,False,False,False
de73c32fa777,HS-100364,SMB,Partner,2596.00,False,2024-08,2024-06,15,35.90,14.02,64.27,54.00,0,0,,45.30,41.21,riesgo medio,False,False,False
34a9ffde0fc0,HS-100107,SMB,Evento,72024.00,False,2024-08,2024-06,18,16.41,56.07,36.24,63.23,0,0,,0.34,41.36,riesgo medio,False,False,False
f08eb23cc0db,HS-100143,SMB,Webinar,8471.00,False,2024-08,2024-06,11,44.96,31.20,50.68,40.23,0,0,,30.94,41.65,riesgo medio,False,False,False
a79430c11e48,HS-100595,Enterprise,Outbound SDR,39074.00,False,2024-08,2024-06,22,21.20,13.50,28.55,91.08,0,0,,95.04,41.73,riesgo medio,False,False,False
c7b8e3dd3d9e,HS-100466,SMB,Organic,6971.00,False,2024-08,2024-06,21,31.11,21.28,33.59,71.92,0,0,,10.26,41.76,riesgo medio,False,False,False
d003a5126727,HS-100067,SMB,Webinar,2573.00,False,2024-08,2024-06,5,50.94,20.17,90.09,21.62,1,0,,34.19,41.86,riesgo medio,False,False,False
de3af92df17a,HS-100313,SMB,Organic,6249.00,False,2024-08,2024-06,22,12.14,56.07,3.93,86.15,0,0,,25.30,41.90,riesgo medio,False,False,False
9a0d4f0c47f7,HS-100398,SMB,Outbound SDR,4899.00,False,2024-08,2024-06,22,20.34,23.08,9.74,95.85,0,0,,42.39,41.95,riesgo medio,False,False,False
5ad6ce2d765a,HS-100036,Mid-Market,Paid Search,9483.00,False,2024-08,2024-06,7,55.56,32.48,48.72,29.08,0,0,,64.44,41.97,riesgo medio,False,False,False
6709cae3efd1,HS-100570,SMB,Webinar,6983.00,False,2024-08,2024-06,6,40.68,56.07,59.74,25.31,0,0,,16.41,42.01,riesgo medio,False,False,False
e37c074286d9,HS-100339,SMB,Evento,3789.00,False,2024-08,2024-06,18,34.87,40.85,17.78,63.23,1,0,,33.33,42.01,riesgo medio,False,False,False
3f41a4432bea,HS-100280,Mid-Market,Organic,24684.00,False,2024-08,2024-06,16,41.37,19.15,43.93,57.31,1,0,4.00,61.88,42.09,riesgo medio,False,False,False
f5dc072a79ed,HS-100440,SMB,Organic,2264.00,False,2024-08,2024-06,22,18.29,37.86,32.14,78.54,0,0,,54.87,42.36,riesgo medio,False,False,False
97081fd75d7e,HS-100436,Mid-Market,Organic,26616.00,False,2024-08,2024-06,3,47.01,44.10,90.09,12.15,0,0,,73.16,42.43,riesgo medio,False,False,False
cde501cb7a7d,HS-100082,Mid-Market,Webinar,19476.00,False,2024-08,2024-06,14,37.09,36.92,45.47,51.08,0,0,,83.08,42.51,riesgo medio,False,False,False
e0ed9bc3304b,HS-100494,SMB,Paid Search,4138.00,False,2024-08,2024-06,4,54.02,25.04,90.09,17.31,0,0,,9.66,42.62,riesgo medio,False,False,False
d60d16238ec6,HS-100235,SMB,Paid Search,4423.00,False,2024-08,2024-06,14,18.63,98.46,7.35,51.08,0,0,,5.98,42.64,riesgo medio,False,False,False
7d5032d842ab,HS-100201,Mid-Market,Evento,27243.00,False,2024-08,2024-06,13,25.81,66.15,38.89,48.54,2,0,3.00,74.27,42.66,riesgo medio,False,False,False
699ff55001cc,HS-100097,SMB,Webinar,5074.00,False,2024-08,2024-06,19,25.98,56.07,16.58,66.31,0,0,,39.57,42.69,riesgo medio,False,False,False
baf649016fa9,HS-100500,Enterprise,Paid Search,45050.00,False,2024-08,2024-06,22,19.83,23.59,15.21,95.85,1,0,,98.80,42.70,riesgo medio,False,False,False
4140e64c6083,HS-100371,SMB,Webinar,2132.00,False,2024-08,2024-06,14,37.78,28.03,57.44,51.08,0,0,,36.24,42.77,riesgo medio,False,False,False
396128940af3,HS-100174,SMB,Outbound SDR,5803.00,False,2024-08,2024-06,22,12.65,56.07,15.90,82.54,1,0,,27.95,42.79,riesgo medio,False,False,False
a2f4b7cd7eb1,HS-100630,SMB,Paid Search,2882.00,False,2024-08,2024-06,5,42.91,56.07,68.12,21.62,1,0,,25.90,42.94,riesgo medio,False,False,False
b24de45006f0,HS-100192,Enterprise,Paid Search,83888.00,False,2024-08,2024-06,15,26.15,66.41,29.23,54.00,0,0,,90.60,43.02,riesgo medio,False,False,False
2cc32419a667,HS-100009,Mid-Market,Evento,12309.00,False,2024-08,2024-06,20,30.43,35.90,30.68,68.92,1,0,1.00,59.83,43.11,riesgo medio,False,False,False
dd8109cf375b,HS-100070,Enterprise,Evento,63909.00,False,2024-08,2024-06,10,49.23,27.35,61.88,37.23,1,0,5.00,96.07,43.15,riesgo medio,False,False,False
79cd2764ab4f,HS-100455,SMB,Referral,4244.00,False,2024-08,2024-06,22,13.33,56.07,9.74,86.15,0,0,,6.50,43.19,riesgo medio,False,False,False
eab9d5094af3,HS-100318,SMB,Evento,6697.00,False,2024-08,2024-06,22,18.12,56.07,15.90,78.54,2,0,2.50,46.50,43.50,riesgo medio,False,False,False
f7c843dcd62a,HS-100301,SMB,Evento,2602.00,False,2024-08,2024-06,15,32.31,56.07,32.14,54.00,0,0,,20.94,43.54,riesgo medio,False,False,False
953a1fa5f1e4,HS-100493,SMB,Webinar,5230.00,False,2024-08,2024-06,22,21.54,56.07,8.46,78.54,0,0,,12.56,43.58,riesgo medio,False,False,False
c12476e908d2,HS-100091,SMB,Organic,4764.00,False,2024-08,2024-06,13,49.06,18.80,54.19,48.54,0,0,,42.05,43.62,riesgo medio,False,False,False
62f2df8d7d2e,HS-100180,SMB,Partner,3554.00,False,2024-08,2024-06,4,59.49,21.28,90.09,17.31,0,0,,39.91,43.78,riesgo medio,False,False,False
879a22cf656a,HS-100382,Mid-Market,Outbound SDR,16400.00,False,2024-08,2024-06,5,55.04,23.25,90.09,21.62,2,0,4.00,69.06,43.91,riesgo medio,False,False,False
d81850081a01,HS-100384,Mid-Market,Webinar,9309.00,False,2024-08,2024-06,7,47.18,34.10,79.49,29.08,1,0,2.00,65.98,43.98,riesgo medio,False,False,False
f9d56b104a2b,HS-100544,Mid-Market,Referral,12168.00,False,2024-08,2024-06,13,22.56,88.80,26.50,48.54,0,0,,66.84,44.19,riesgo medio,False,False,False
2d38af661686,HS-100123,SMB,Evento,5849.00,False,2024-08,2024-06,8,41.54,71.97,37.44,32.46,1,1,,57.09,44.29,riesgo medio,False,False,False
f34cb98c7172,HS-100561,Mid-Market,Webinar,25924.00,False,2024-08,2024-06,5,51.11,40.85,78.80,21.62,0,0,,67.18,44.36,riesgo medio,False,False,False
0b42fd3d0ae2,HS-100167,SMB,Partner,3082.00,False,2024-08,2024-06,22,15.90,56.07,20.26,82.54,0,0,,13.76,44.58,riesgo medio,False,False,False
db9bc2d200e6,HS-100601,SMB,Organic,2870.00,False,2024-08,2024-06,22,28.21,14.79,61.37,75.15,0,0,,56.07,44.58,riesgo medio,False,False,False
b454b2f7bd1c,HS-100566,Mid-Market,Partner,14358.00,False,2024-08,2024-06,22,22.05,42.48,17.26,86.15,0,0,,59.49,44.65,riesgo medio,False,False,False
446b01c1b10d,HS-100066,SMB,Evento,2013.00,False,2024-08,2024-06,17,36.92,56.07,16.58,60.15,0,0,,11.03,44.67,riesgo medio,False,False,False
b4c838eb089c,HS-100602,SMB,Evento,3652.00,False,2024-08,2024-06,21,24.27,56.07,23.25,71.92,0,0,,2.65,44.77,riesgo medio,False,False,False
118a77d9045d,HS-100559,Mid-Market,Outbound SDR,23519.00,False,2024-08,2024-06,12,41.88,56.07,37.09,44.69,0,0,,70.77,44.84,riesgo medio,False,False,False
2f23ed120ca5,HS-100352,Mid-Market,Evento,22737.00,False,2024-08,2024-06,11,34.19,66.92,49.57,40.23,1,0,1.00,84.96,44.85,riesgo medio,False,False,False
bfcc93c1234c,HS-100008,Mid-Market,Referral,11279.00,False,2024-08,2024-06,18,22.74,79.66,13.42,63.23,0,0,,83.59,44.87,riesgo medio,False,False,False
237b3e09b789,HS-100349,SMB,Webinar,5219.00,False,2024-08,2024-06,13,32.48,74.62,28.03,48.54,2,0,1.00,47.18,45.06,riesgo medio,False,False,False
e883c54c8ca8,HS-100084,SMB,Paid Search,5406.00,False,2024-08,2024-06,15,38.12,56.07,29.23,54.00,0,0,,12.05,45.14,riesgo medio,False,False,False
0b0baf334770,HS-100402,Enterprise,Referral,44495.00,False,2024-08,2024-06,22,14.02,63.42,11.79,86.15,0,0,,91.28,45.20,riesgo medio,False,False,False
0014df720942,HS-100421,Mid-Market,Organic,12583.00,False,2024-08,2024-06,15,29.91,87.44,8.03,54.00,0,0,,78.12,45.36,riesgo bajo,False,False,False
3f9a1cc61de5,HS-100055,Mid-Market,Evento,21098.00,False,2024-08,2024-06,4,61.03,35.90,77.61,17.31,0,0,,64.62,45.37,riesgo bajo,False,False,False
3b117610596f,HS-100326,Mid-Market,Outbound SDR,14760.00,False,2024-08,2024-06,5,43.93,67.18,67.69,21.62,0,0,,75.90,45.45,riesgo bajo,False,False,False
790c661f3ba2,HS-100258,Mid-Market,Webinar,448144.00,False,2024-08,2024-06,6,44.79,64.10,63.25,25.31,0,0,,76.24,45.58,riesgo bajo,False,False,False
5382574560dc,HS-100535,Mid-Market,Webinar,10015.00,False,2024-08,2024-06,22,27.01,46.84,22.05,78.54,1,0,4.00,71.62,45.69,riesgo bajo,False,False,False
c87b1eef63b3,HS-100431,SMB,Evento,3521.00,False,2024-08,2024-06,22,24.10,36.92,12.99,93.31,0,0,,32.22,45.76,riesgo bajo,False,False,False
eb0b897c470a,HS-100639,SMB,Organic,8232.00,False,2024-08,2024-06,22,15.04,56.07,13.42,91.08,0,0,,1.97,45.82,riesgo bajo,False,False,False
2c678f4bf9d9,HS-100451,Mid-Market,Partner,25210.00,False,2024-08,2024-06,5,60.34,36.58,74.70,21.62,0,0,,66.15,46.13,riesgo bajo,False,False,False
392bdeef86e1,HS-100360,Mid-Market,Organic,16384.00,False,2024-08,2024-06,3,57.95,43.50,90.09,12.15,1,1,,58.80,46.14,riesgo bajo,False,False,False
279ab800ac35,HS-100550,Mid-Market,Paid Search,17450.00,False,2024-08,2024-06,3,57.09,46.50,90.09,12.15,1,0,5.00,86.84,46.44,riesgo bajo,False,False,False
5020089d9965,HS-100168,SMB,Webinar,3347.00,False,2024-08,2024-06,5,53.33,74.62,43.93,21.62,0,0,,43.08,46.66,riesgo bajo,False,False,False
72c0afa9c950,HS-100411,SMB,Evento,5678.00,False,2024-08,2024-06,12,61.54,15.13,57.95,44.69,0,0,,24.70,46.66,riesgo bajo,False,False,False
51b8827af99f,HS-100002,Enterprise,Organic,66698.00,False,2024-08,2024-06,6,60.51,32.65,76.41,25.31,1,1,2.00,100.00,46.76,riesgo bajo,False,False,False
5469ca09097a,HS-100467,SMB,Partner,5161.00,False,2024-08,2024-06,12,38.97,56.07,57.01,44.69,0,0,,15.73,46.81,riesgo bajo,False,False,False
b514dcb01651,HS-100154,SMB,Partner,2823.00,False,2024-08,2024-06,22,39.15,16.92,48.29,75.15,0,0,,5.81,46.88,riesgo bajo,False,False,False
e43a3fafab38,HS-100372,SMB,Outbound SDR,3607.00,False,2024-08,2024-06,12,43.59,56.07,47.35,44.69,2,0,5.00,28.72,46.98,riesgo bajo,False,False,False
34fc60602415,HS-100618,SMB,Paid Search,7270.00,False,2024-08,2024-06,22,29.74,39.49,13.85,88.92,0,0,,46.15,47.06,riesgo bajo,False,False,False
80297dea2bcb,HS-100260,SMB,Partner,4540.00,False,2024-08,2024-06,11,45.98,39.49,74.02,40.23,0,0,,34.87,47.16,riesgo bajo,False,False,False
c564e6bc20a2,HS-100080,SMB,Paid Search,3303.00,False,2024-08,2024-06,15,49.91,37.86,40.85,54.00,1,1,5.00,37.44,47.37,riesgo bajo,False,False,False
5284a262a4a1,HS-100018,SMB,Organic,5152.00,False,2024-08,2024-06,22,19.32,56.07,9.74,93.31,0,0,,1.28,47.43,riesgo bajo,False,False,False
dc75715a3853,HS-100529,SMB,Organic,4172.00,False,2024-08,2024-06,8,51.45,31.20,90.09,32.46,0,0,,16.75,47.50,riesgo bajo,False,False,False
0c0316a141aa,HS-100628,Mid-Market,Outbound SDR,22409.00,False,2024-08,2024-06,22,35.56,23.42,45.64,78.54,0,0,,75.73,47.54,riesgo bajo,False,False,False
7efaa9165fad,HS-100265,Mid-Market,Webinar,12361.00,False,2024-08,2024-06,8,44.62,64.79,63.59,32.46,0,0,,78.46,47.85,riesgo bajo,False,False,False
87653c642368,HS-100089,Enterprise,Outbound SDR,66790.00,False,2024-08,2024-06,22,28.72,68.21,10.94,75.15,0,0,,97.44,47.88,riesgo bajo,False,False,False
c722bd70bb6d,HS-100580,SMB,Referral,5856.00,False,2024-08,2024-06,14,57.44,28.03,46.84,51.08,0,0,,22.39,48.06,riesgo bajo,False,False,False
762274061052,HS-100236,Mid-Market,Referral,13294.00,False,2024-08,2024-06,11,43.42,71.97,42.91,40.23,1,0,3.00,82.91,48.10,riesgo bajo,False,False,False
4bfe1795911a,HS-100075,Mid-Market,Evento,27863.00,False,2024-08,2024-06,22,36.07,21.28,43.42,82.54,1,0,4.00,79.15,48.16,riesgo bajo,False,False,False
1344cdebacd2,HS-100498,SMB,Referral,8615.00,False,2024-08,2024-06,15,52.65,56.07,18.12,54.00,0,0,,51.97,48.56,riesgo bajo,False,False,False
9e718ad7d560,HS-100577,SMB,Referral,5180.00,False,2024-08,2024-06,21,40.34,41.79,30.09,71.92,0,0,,48.46,48.57,riesgo bajo,False,False,False
3764f7701b9c,HS-100099,SMB,Evento,6636.00,False,2024-08,2024-06,4,44.10,73.16,90.09,17.31,1,0,4.00,48.12,48.77,riesgo bajo,False,False,False
0fda0433e133,HS-100472,Enterprise,Outbound SDR,68373.00,False,2024-08,2024-06,3,43.25,82.56,90.09,12.15,1,0,2.00,95.73,48.81,riesgo bajo,False,False,False
6ea450b057ac,HS-100206,SMB,Partner,4229.00,False,2024-08,2024-06,3,39.83,89.40,90.09,12.15,1,0,,54.27,48.98,riesgo bajo,False,False,False
20e77f6284f1,HS-100312,SMB,Evento,3670.00,False,2024-08,2024-06,14,64.79,39.49,22.56,51.08,0,0,,46.84,49.28,riesgo bajo,False,False,False
890c3cae550f,HS-100035,Enterprise,Organic,80954.00,False,2024-08,2024-06,6,68.89,20.34,90.09,25.31,0,0,,90.94,49.29,riesgo bajo,False,False,False
3af530a7679a,HS-100638,SMB,Organic,7819.00,False,2024-08,2024-06,3,69.74,39.49,90.09,12.15,0,0,,29.32,49.47,riesgo bajo,False,False,False
88cf09ccad92,HS-100499,Enterprise,Webinar,33977.00,False,2024-08,2024-06,12,47.69,44.44,69.91,44.69,1,0,5.00,88.21,49.47,riesgo bajo,False,False,False
691d1dc17baa,HS-100302,SMB,Paid Search,7005.00,False,2024-08,2024-06,22,29.57,26.84,28.29,98.54,1,0,4.00,49.06,49.52,riesgo bajo,False,False,False
1c09f8474886,HS-100465,Enterprise,Paid Search,79050.00,False,2024-08,2024-06,22,25.47,20.00,52.56,95.85,1,0,3.00,98.29,49.55,riesgo bajo,False,False,False
9c3ead02df0b,HS-100424,SMB,Paid Search,3616.00,False,2024-08,2024-06,22,13.50,93.33,9.74,82.54,0,0,,8.72,49.61,riesgo bajo,False,False,False
efdc46580159,HS-100268,Mid-Market,Organic,22310.00,False,2024-08,2024-06,7,58.97,43.50,77.78,29.08,0,0,,57.44,49.73,riesgo bajo,False,False,False
34932df15d7b,HS-100361,SMB,Webinar,5380.00,False,2024-08,2024-06,21,46.15,31.20,38.89,71.92,0,0,,21.45,49.80,riesgo bajo,False,False,False
1197d211e7e1,HS-100127,Mid-Market,Webinar,24358.00,False,2024-08,2024-06,12,51.62,45.73,61.54,44.69,0,0,,63.08,49.85,riesgo bajo,False,False,False
c22a9a5e32c4,HS-100370,SMB,Outbound SDR,3664.00,False,2024-08,2024-06,22,31.79,21.28,33.59,98.54,0,0,,7.78,49.98,riesgo bajo,False,False,False
7a5802bb88f1,HS-100133,SMB,Webinar,7682.00,False,2024-08,2024-06,12,58.63,56.07,32.74,44.69,0,0,,34.53,50.05,riesgo bajo,False,False,False
e7259d79b184,HS-100139,SMB,Evento,2763.00,False,2024-08,2024-06,5,49.74,87.44,57.95,21.62,1,0,,14.02,50.08,riesgo bajo,False,False,False
e79544859377,HS-100162,Mid-Market,Referral,9265.00,False,2024-08,2024-06,10,66.84,18.63,78.63,37.23,1,0,,58.46,50.08,riesgo bajo,False,False,False
0f853c61d098,HS-100300,SMB,Outbound SDR,2370.00,False,2024-08,2024-06,12,62.05,33.25,56.24,44.69,0,0,,29.57,50.21,riesgo bajo,False,False,False
55d38d912444,HS-100184,Mid-Market,Organic,14717.00,False,2024-08,2024-06,20,36.24,35.04,66.50,68.92,1,0,,60.51,50.34,riesgo bajo,False,False,False
59a8da5bbd25,HS-100537,Mid-Market,Webinar,26698.00,False,2024-08,2024-06,22,23.42,47.09,31.62,93.31,1,0,1.00,74.53,50.35,riesgo bajo,False,False,False
bad845ea6ecb,HS-100443,SMB,Paid Search,2486.00,False,2024-08,2024-06,5,75.04,31.20,76.15,21.62,1,0,,33.93,50.41,riesgo bajo,False,False,False
695d5be4f470,HS-100100,SMB,Organic,7304.00,False,2024-08,2024-06,19,30.09,87.44,17.09,66.31,0,0,,43.68,50.48,riesgo bajo,False,False,False
daa4aa7c8cad,HS-100393,SMB,Organic,4914.00,False,2024-08,2024-06,17,33.16,87.44,23.25,60.15,0,0,,20.26,50.63,riesgo bajo,False,False,False
b3a24e63f76b,HS-100173,SMB,Referral,6599.00,False,2024-08,2024-06,9,56.24,73.68,38.21,35.00,0,0,,40.43,50.65,riesgo bajo,False,False,False
47165a293fc0,HS-100238,SMB,Paid Search,72982.50,False,2024-08,2024-06,7,49.57,56.07,90.09,29.08,0,0,,11.54,50.80,riesgo bajo,False,False,False
4b99f2dd30ed,HS-100076,Mid-Market,Webinar,9181.00,False,2024-08,2024-06,16,45.47,79.40,14.36,57.31,0,0,,83.76,51.14,riesgo bajo,False,False,False
6978c5309efe,HS-100589,SMB,Organic,6372.00,False,2024-08,2024-06,8,54.36,56.07,75.04,32.46,1,0,2.00,27.69,51.23,riesgo bajo,False,False,False
b8a43530cf08,HS-100616,Enterprise,Partner,56367.00,False,2024-08,2024-06,12,63.93,25.98,68.72,44.69,1,0,2.00,97.61,51.29,riesgo bajo,False,False,False
0b0c556bec93,HS-100348,SMB,Referral,31884.00,False,2024-08,2024-06,21,44.44,31.20,53.33,71.92,2,0,3.00,19.49,51.37,riesgo bajo,False,False,False
e552d9325009,HS-100383,Mid-Market,Partner,10038.00,False,2024-08,2024-06,4,56.41,65.81,90.09,17.31,1,0,4.00,87.18,51.61,riesgo bajo,False,False,False
81215df16b9d,HS-100527,SMB,Evento,6632.00,False,2024-08,2024-06,22,35.04,56.07,37.78,75.15,0,0,,24.02,51.69,riesgo bajo,False,False,False
566ce673d067,HS-100115,Mid-Market,Paid Search,25085.00,False,2024-08,2024-06,20,46.32,34.10,53.85,68.92,0,0,,81.88,51.79,riesgo bajo,False,False,False
40cbcd1a5e9b,HS-100524,Mid-Market,Outbound SDR,20692.00,False,2024-08,2024-06,22,14.19,67.95,25.30,98.54,2,0,2.00,84.79,51.91,riesgo bajo,False,False,False
dbef19a6cece,HS-100290,Mid-Market,Webinar,24825.00,False,2024-08,2024-06,8,56.58,88.80,31.37,32.46,0,0,,71.97,52.01,riesgo bajo,False,False,False
9382f00dc8c8,HS-100389,Mid-Market,Referral,21751.00,False,2024-08,2024-06,22,20.00,67.44,14.02,98.54,0,0,,62.74,52.15,riesgo bajo,False,False,False
89399b82116c,HS-100170,Mid-Market,Evento,22022.00,False,2024-08,2024-06,18,39.32,70.60,35.38,63.23,1,0,5.00,85.64,52.16,riesgo bajo,False,False,False
99d92d07b60e,HS-100249,Enterprise,Organic,55738.00,False,2024-08,2024-06,4,70.26,45.47,90.09,17.31,0,0,,98.12,52.39,riesgo bajo,False,False,False
efe6dcc1eacd,HS-100470,Enterprise,Evento,45182.00,False,2024-08,2024-06,19,47.86,36.24,56.75,66.31,0,0,,92.14,52.40,riesgo bajo,False,False,False
1288cafbc1fe,HS-100439,Mid-Market,Paid Search,12355.00,False,2024-08,2024-06,3,73.85,47.44,90.09,12.15,2,0,2.50,77.78,52.49,riesgo bajo,False,False,False
16541ff794fd,HS-100088,Mid-Market,Paid Search,22248.00,False,2024-08,2024-06,22,32.82,35.90,39.15,93.31,1,0,3.00,63.93,52.53,riesgo bajo,False,False,False
87418077620e,HS-100263,SMB,Organic,3530.00,False,2024-08,2024-06,20,50.09,56.07,21.71,68.92,0,0,,16.92,52.68,riesgo bajo,False,False,False
cfa499631566,HS-100094,Mid-Market,Paid Search,13136.00,False,2024-08,2024-06,22,42.22,18.29,78.46,75.15,0,0,,56.84,52.75,riesgo bajo,False,False,False
eb6e17931ac2,HS-100605,SMB,Partner,7927.00,False,2024-08,2024-06,17,28.55,56.07,90.09,60.15,0,0,,23.25,52.76,riesgo bajo,False,False,False
93f094f73363,HS-100365,Enterprise,Referral,47869.00,False,2024-08,2024-06,16,53.85,34.53,65.98,57.31,0,0,,93.16,52.84,riesgo bajo,False,False,False
ef0e67d8ffaf,HS-100297,Mid-Market,Referral,25562.00,False,2024-08,2024-06,20,48.89,43.50,43.08,68.92,1,0,,81.20,52.95,riesgo bajo,False,False,False
4ad2695790da,HS-100381,SMB,Organic,4903.00,False,2024-08,2024-06,22,52.31,25.04,40.85,78.54,0,0,,18.12,53.01,riesgo bajo,False,False,False
3280fc910c85,HS-100144,SMB,Paid Search,7947.00,False,2024-08,2024-06,21,50.43,35.04,46.41,71.92,0,0,,32.22,53.20,riesgo bajo,False,False,False
77af4118522b,HS-100547,SMB,Organic,8995.00,False,2024-08,2024-06,22,30.60,56.07,21.88,93.31,1,0,4.00,30.51,53.20,riesgo bajo,False,False,False
c7e410d860dd,HS-100532,Enterprise,Outbound SDR,38659.00,False,2024-08,2024-06,5,59.83,83.50,62.39,21.62,1,0,1.00,91.97,53.48,riesgo bajo,False,False,False
73a7137f9426,HS-100536,Enterprise,Paid Search,49698.00,False,2024-08,2024-06,21,41.20,40.34,64.96,71.92,1,0,,93.68,53.81,riesgo bajo,False,False,False
98bbb9b1f4ec,HS-100634,SMB,Referral,7386.00,False,2024-08,2024-06,11,52.14,89.40,38.55,40.23,0,0,,49.74,53.98,riesgo bajo,False,False,False
ab838c4c08e3,HS-100305,Mid-Market,Partner,25892.00,False,2024-08,2024-06,22,42.39,46.67,27.01,86.15,0,0,,65.13,54.07,riesgo bajo,False,False,False
b60f62d4c3c4,HS-100328,Mid-Market,Organic,18324.00,False,2024-08,2024-06,19,65.30,26.24,40.85,66.31,1,0,5.00,41.54,54.12,riesgo bajo,False,False,False
e8f392fbcfbd,HS-100322,Mid-Market,Partner,19823.00,False,2024-08,2024-06,9,69.06,29.74,90.09,35.00,1,0,3.00,75.47,54.13,riesgo bajo,False,False,False
3499a7868775,HS-100148,SMB,Webinar,8723.00,False,2024-08,2024-06,4,69.23,56.07,90.09,17.31,1,0,5.00,13.76,54.15,riesgo bajo,False,False,False
4748fb3a478f,HS-100542,Mid-Market,Evento,21698.00,False,2024-08,2024-06,16,56.75,45.13,54.19,57.31,0,0,,63.33,54.21,riesgo bajo,False,False,False
ef28de0cbaf4,HS-100247,SMB,Organic,4350.00,False,2024-08,2024-06,21,60.00,40.85,23.25,71.92,0,0,,55.38,54.23,riesgo bajo,False,False,False
8fcd350ed2a1,HS-100151,Enterprise,Outbound SDR,83821.00,False,2024-08,2024-06,11,61.71,64.44,52.14,40.23,0,0,,92.99,54.38,riesgo bajo,False,False,False
ed5931954b72,HS-100531,Mid-Market,Paid Search,20509.00,False,2024-08,2024-06,3,63.76,74.62,90.09,12.15,0,0,,55.04,54.40,riesgo bajo,False,False,False
559a1afd0e44,HS-100444,SMB,Organic,143689.50,False,2024-08,2024-06,22,38.29,25.04,62.99,88.92,0,0,,15.38,54.53,riesgo bajo,False,False,False
9c83b29dabc8,HS-100588,SMB,Webinar,5552.00,False,2024-08,2024-06,12,63.42,41.79,70.43,44.69,0,0,,42.05,54.53,riesgo bajo,False,False,False
3e0eaa7298aa,HS-100284,SMB,Outbound SDR,4834.00,False,2024-08,2024-06,15,58.80,56.07,44.44,54.00,0,0,,42.05,54.66,riesgo bajo,False,False,False
00fd17d94d91,HS-100010,Mid-Market,Outbound SDR,15865.00,False,2024-08,2024-06,13,47.35,98.46,25.90,48.54,1,0,2.00,61.03,54.71,riesgo bajo,False,False,False
