master_id,hubspot_id,account_id,vitally_id,account_match_tier,vitally_match_tier,confidence_tier,resolved_at,ruleset_version
714a72f5154c,HS-100552,ACC-2551,cus_100551,T0,T1,T1,2024-08-31,1.0.0
723875008eb9,HS-100578,ACC-2577,cus_100577,T0,T1,T1,2024-08-31,1.0.0
72c0afa9c950,HS-100411,ACC-2410,cus_100410,T0,T1,T1,2024-08-31,1.0.0
73791fb3cf09,HS-100557,ACC-2556,cus_100556,T0,T1,T1,2024-08-31,1.0.0
73a7137f9426,HS-100536,ACC-2535,cus_100535,T0,T1,T1,2024-08-31,1.0.0
742b497d49d8,HS-100193,ACC-2192,cus_100192,T0,T1,T1,2024-08-31,1.0.0
755809755e6a,HS-100343,ACC-2342,cus_100342,T0,T1,T1,2024-08-31,1.0.0
75e57a3efe0c,HS-100145,ACC-2144,cus_100144,T0,T1,T1,2024-08-31,1.0.0
762274061052,HS-100236,ACC-2235,cus_100235,T0,T1,T1,2024-08-31,1.0.0
76352359fd43,HS-100121,ACC-2120,cus_100120,T0,T1,T1,2024-08-31,1.0.0
766e960f8f0e,HS-100146,ACC-2145,cus_100145,T0,T1,T1,2024-08-31,1.0.0
7673a68d1cc4,HS-100011,ACC-2010,cus_100010,T0,T1,T1,2024-08-31,1.0.0
76bafd451e9e,HS-100197,ACC-2196,cus_100196,T0,T1,T1,2024-08-31,1.0.0
7700c04b25c9,HS-100213,ACC-2212,cus_100212,T0,T1,T1,2024-08-31,1.0.0
772649d900e7,HS-100186,ACC-2185,cus_100185,T0,T1,T1,2024-08-31,1.0.0
774336269cfb,HS-100061,ACC-2060,cus_100060,T2,T1,T2,2024-08-31,1.0.0
779b9041ca93,HS-100271,ACC-2270,cus_100270,T0,T1,T1,2024-08-31,1.0.0
77af4118522b,HS-100547,ACC-2546,cus_100546,T0,T1,T1,2024-08-31,1.0.0
77c327404c72,HS-100613,ACC-2612,cus_100612,T0,T1,T1,2024-08-31,1.0.0
780a87c8c2a0,HS-100191,ACC-2190,cus_100190,T0,T1,T1,2024-08-31,1.0.0
785078eeba1d,HS-100320,ACC-2319,cus_100319,T0,T1,T1,2024-08-31,1.0.0
789c81ac0120,HS-100356,ACC-2355,cus_100355,T0,T1,T1,2024-08-31,1.0.0
78d1aed426c1,HS-100211,ACC-2210,cus_100210,T0,T1,T1,2024-08-31,1.0.0
78dd22e22aac,HS-100528,ACC-2527,cus_100527,T0,T1,T1,2024-08-31,1.0.0
78e777fdb583,HS-100546,ACC-2545,cus_100545,T0,T1,T1,2024-08-31,1.0.0
78fc9da31292,HS-100323,ACC-2322,cus_100322,T0,T1,T1,2024-08-31,1.0.0
790c661f3ba2,HS-100258,ACC-2257,cus_100257,T0,T1,T1,2024-08-31,1.0.0
793be83a3632,HS-100005,ACC-2004,cus_100004,T0,T1,T1,2024-08-31,1.0.0
794d03d90ea6,HS-100087,ACC-2086,cus_100086,T2,T1,T2,2024-08-31,1.0.0
7964d8b4df3d,HS-100549,ACC-2548,cus_100548,T0,T1,T1,2024-08-31,1.0.0
79adf7e6a753,HS-100395,ACC-2394,cus_100394,T0,T1,T1,2024-08-31,1.0.0
79b0014ab30f,HS-100486,ACC-2485,cus_100485,T0,T1,T1,2024-08-31,1.0.0
79cd2764ab4f,HS-100455,ACC-2454,cus_100454,T0,T1,T1,2024-08-31,1.0.0
79d3b0680edc,HS-100059,ACC-2058,cus_100058,T0,T1,T1,2024-08-31,1.0.0
79dd57fbb9d2,HS-100104,ACC-2103,cus_100103,T0,T1,T1,2024-08-31,1.0.0
7a2060655ae1,HS-100367,ACC-2366,cus_100366,T0,T1,T1,2024-08-31,1.0.0
7a37e35fc015,HS-100404,ACC-2403,cus_100403,T2,T1,T2,2024-08-31,1.0.0
7a3a0e83d9f6,HS-100504,ACC-2503,cus_100503,T0,T1,T1,2024-08-31,1.0.0
7a5802bb88f1,HS-100133,ACC-2132,cus_100132,T0,T1,T1,2024-08-31,1.0.0
7b530221112a,HS-100304,ACC-2303,cus_100303,T2,T1,T2,2024-08-31,1.0.0
7c22a127f33f,HS-100176,ACC-2175,cus_100175,T0,T1,T1,2024-08-31,1.0.0
7c49bd17517b,HS-100021,ACC-2020,cus_100020,T0,T1,T1,2024-08-31,1.0.0
7c71e1e60120,HS-100594,ACC-2593,cus_100593,T0,T1,T1,2024-08-31,1.0.0
7c99b8a3ebf7,HS-100392,ACC-2391,cus_100391,T0,T1,T1,2024-08-31,1.0.0
7c9b0514c9d6,HS-100132,ACC-2131,cus_100131,T0,T1,T1,2024-08-31,1.0.0
7cd86d7f8789,HS-100574,ACC-2573,cus_100573,T0,T1,T1,2024-08-31,1.0.0
7cf052e41458,HS-100227,ACC-2226,cus_100226,T0,T1,T1,2024-08-31,1.0.0
7d5032d842ab,HS-100201,ACC-2200,cus_100200,T0,T1,T1,2024-08-31,1.0.0
7d7c2ceb2e92,HS-100229,ACC-2228,cus_100228,T0,T1,T1,2024-08-31,1.0.0
7df9e48b2cc4,HS-100353,ACC-2352,cus_100352,T0,T1,T1,2024-08-31,1.0.0
7e3cff38400b,HS-100583,ACC-2582,cus_100582,T0,T1,T1,2024-08-31,1.0.0
7ecb5a47e4a1,HS-100540,ACC-2539,cus_100539,T2,T1,T2,2024-08-31,1.0.0
7ed9ffed0ce9,HS-100020,ACC-2019,cus_100019,T0,T1,T1,2024-08-31,1.0.0
7efaa9165fad,HS-100265,ACC-2264,cus_100264,T0,T1,T1,2024-08-31,1.0.0
7efd4b9f1c59,HS-100310,ACC-2309,cus_100309,T0,T1,T1,2024-08-31,1.0.0
7fb38f9e61ff,HS-100562,ACC-2561,cus_100561,T0,T1,T1,2024-08-31,1.0.0
800f2eb56933,HS-100030,ACC-2029,cus_100029,T0,T1,T1,2024-08-31,1.0.0
8018f473b454,HS-100512,ACC-2511,cus_100511,T0,T1,T1,2024-08-31,1.0.0
80297dea2bcb,HS-100260,ACC-2259,cus_100259,T0,T1,T1,2024-08-31,1.0.0
809d0342d4ed,HS-100641,ACC-2640,cus_100640,T0,T1,T1,2024-08-31,1.0.0
811e0b829afa,HS-100166,ACC-2165,cus_100165,T0,T1,T1,2024-08-31,1.0.0
81215df16b9d,HS-100527,ACC-2526,cus_100526,T0,T1,T1,2024-08-31,1.0.0
82912c9a4458,HS-100368,ACC-2367,cus_100367,T0,T1,T1,2024-08-31,1.0.0
82b3be1a7259,HS-100019,ACC-2018,cus_100018,T0,T1,T1,2024-08-31,1.0.0
835f374d427c,HS-100569,ACC-2568,cus_100568,T0,T1,T1,2024-08-31,1.0.0
838250379fa3,HS-100333,ACC-2332,cus_100332,T0,T1,T1,2024-08-31,1.0.0
840d8a53bce8,HS-100043,ACC-2042,cus_100042,T0,T1,T1,2024-08-31,1.0.0
8425a0e965c5,HS-100556,ACC-2555,cus_100555,T0,T1,T1,2024-08-31,1.0.0
84b433c4b3b9,HS-100177,ACC-2176,cus_100176,T0,T1,T1,2024-08-31,1.0.0
850c889b188c,HS-100563,ACC-2562,cus_100562,T0,T1,T1,2024-08-31,1.0.0
868d321ac39e,HS-100225,ACC-2224,cus_100224,T0,T1,T1,2024-08-31,1.0.0
869eab90ae45,HS-100241,ACC-2240,cus_100240,T0,T1,T1,2024-08-31,1.0.0
8740e47ba5df,HS-100299,ACC-2298,cus_100298,T0,T1,T1,2024-08-31,1.0.0
87418077620e,HS-100263,ACC-2262,cus_100262,T0,T1,T1,2024-08-31,1.0.0
87428c0f5a32,HS-100497,ACC-2496,cus_100496,T0,T1,T1,2024-08-31,1.0.0
87653c642368,HS-100089,ACC-2088,cus_100088,T0,T1,T1,2024-08-31,1.0.0
879a22cf656a,HS-100382,ACC-2381,cus_100381,T0,T1,T1,2024-08-31,1.0.0
87ff09647766,HS-100463,ACC-2462,cus_100462,T0,T1,T1,2024-08-31,1.0.0
887b2c1a1380,HS-100539,ACC-2538,cus_100538,T0,T1,T1,2024-08-31,1.0.0
88a8efcac170,HS-100047,ACC-2046,cus_100046,T0,T1,T1,2024-08-31,1.0.0
88cf09ccad92,HS-100499,ACC-2498,cus_100498,T0,T1,T1,2024-08-31,1.0.0
890c3cae550f,HS-100035,ACC-2034,cus_100034,T0,T1,T1,2024-08-31,1.0.0
89399b82116c,HS-100170,ACC-2169,cus_100169,T0,T1,T1,2024-08-31,1.0.0
89c4b5ff4a9f,HS-100445,ACC-2444,cus_100444,T0,T1,T1,2024-08-31,1.0.0
89d3af7bfbf6,HS-100479,ACC-2478,cus_100478,T0,T1,T1,2024-08-31,1.0.0
8a087810c878,HS-100224,ACC-2223,cus_100223,T2,T1,T2,2024-08-31,1.0.0
8a1b676db0e4,HS-100433,ACC-2432,cus_100432,T0,T1,T1,2024-08-31,1.0.0
8a377898dd91,HS-100362,ACC-2361,cus_100361,T0,T1,T1,2024-08-31,1.0.0
8aace75b998d,HS-100642,ACC-2641,cus_100641,T0,T1,T1,2024-08-31,1.0.0
8ab5e8824094,HS-100453,ACC-2452,cus_100452,T0,T1,T1,2024-08-31,1.0.0
8c5f19b3b0d6,HS-100069,ACC-2068,cus_100068,T0,T1,T1,2024-08-31,1.0.0
8d5d932b0f9b,HS-100415,ACC-2414,cus_100414,T0,T1,T1,2024-08-31,1.0.0
8d7b0e3ccc06,HS-100181,ACC-2180,cus_100180,T0,T1,T1,2024-08-31,1.0.0
8dc56996e31a,HS-100029,ACC-2028,cus_100028,T0,T1,T1,2024-08-31,1.0.0
8dfb642a97d7,HS-100329,ACC-2328,cus_100328,T0,T1,T1,2024-08-31,1.0.0
8e811d2dc5a1,HS-100039,ACC-2038,cus_100038,T0,T1,T1,2024-08-31,1.0.0
8ee34a42dee7,HS-100374,ACC-2373,cus_100373,T0,T1,T1,2024-08-31,1.0.0
8fcd350ed2a1,HS-100151,ACC-2150,cus_100150,T0,T1,T1,2024-08-31,1.0.0
8fd0cb9bb127,HS-100136,ACC-2135,cus_100135,T0,T1,T1,2024-08-31,1.0.0
8fd23f99086a,HS-100292,ACC-2291,cus_100291,T0,T1,T1,2024-08-31,1.0.0
91406719f00e,HS-100612,ACC-2611,cus_100611,T0,T1,T1,2024-08-31,1.0.0
92b7a8a7cdc7,HS-100185,ACC-2184,cus_100184,T0,T1,T1,2024-08-31,1.0.0
92f4e669bfdd,HS-100554,ACC-2553,cus_100553,T0,T1,T1,2024-08-31,1.0.0
935a1d29de57,HS-100314,ACC-2313,cus_100313,T0,T1,T1,2024-08-31,1.0.0
937eb80b0184,HS-100633,ACC-2632,cus_100632,T0,T1,T1,2024-08-31,1.0.0
9382f00dc8c8,HS-100389,ACC-2388,cus_100388,T0,T1,T1,2024-08-31,1.0.0
93d4f5b861a3,HS-100478,ACC-2477,cus_100477,T0,T1,T1,2024-08-31,1.0.0
93f094f73363,HS-100365,ACC-2364,cus_100364,T0,T1,T1,2024-08-31,1.0.0
9407c3c1d5b4,HS-100231,ACC-2230,cus_100230,T2,T1,T2,2024-08-31,1.0.0
945c463e27f5,HS-100567,ACC-2566,cus_100566,T0,T1,T1,2024-08-31,1.0.0
94be9c45cdf6,HS-100267,ACC-2266,cus_100266,T0,T1,T1,2024-08-31,1.0.0
953a1fa5f1e4,HS-100493,ACC-2492,cus_100492,T0,T1,T1,2024-08-31,1.0.0
95b0e7ccdb63,HS-100281,ACC-2280,cus_100280,T0,T1,T1,2024-08-31,1.0.0
95d506c2c301,HS-100366,ACC-2365,cus_100365,T0,T1,T1,2024-08-31,1.0.0
967e6f7023fc,HS-100523,ACC-2522,cus_100522,T0,T1,T1,2024-08-31,1.0.0
9690176b3350,HS-100110,ACC-2109,cus_100109,T0,T1,T1,2024-08-31,1.0.0
97081fd75d7e,HS-100436,ACC-2435,cus_100435,T0,T1,T1,2024-08-31,1.0.0
97ee9f62574c,HS-100581,ACC-2580,cus_100580,T2,T1,T2,2024-08-31,1.0.0
98aa01742131,HS-100565,ACC-2564,cus_100564,T0,T1,T1,2024-08-31,1.0.0
98bbb9b1f4ec,HS-100634,ACC-2633,cus_100633,T0,T1,T1,2024-08-31,1.0.0
99340d33f3fb,HS-100037,ACC-2036,cus_100036,T0,T1,T1,2024-08-31,1.0.0
99787ccefdee,HS-100233,ACC-2232,cus_100232,T0,T1,T1,2024-08-31,1.0.0
99d92d07b60e,HS-100249,ACC-2248,cus_100248,T0,T1,T1,2024-08-31,1.0.0
9a0d4f0c47f7,HS-100398,ACC-2397,cus_100397,T0,T1,T1,2024-08-31,1.0.0
9a903bd17a09,HS-100051,ACC-2050,cus_100050,T0,T1,T1,2024-08-31,1.0.0
9aab1444c5d3,HS-100041,ACC-2040,cus_100040,T0,T1,T1,2024-08-31,1.0.0
9ae028b62042,HS-100277,ACC-2276,cus_100276,T0,T1,T1,2024-08-31,1.0.0
9b86c5d697a4,HS-100242,ACC-2241,cus_100241,T0,T1,T1,2024-08-31,1.0.0
9bf0ba4ae3b0,HS-100054,ACC-2053,cus_100053,T0,T1,T1,2024-08-31,1.0.0
9c3ead02df0b,HS-100424,ACC-2423,cus_100423,T0,T1,T1,2024-08-31,1.0.0
9c83b29dabc8,HS-100588,ACC-2587,cus_100587,T2,T1,T2,2024-08-31,1.0.0
9ce98b1e53c8,HS-100422,ACC-2421,cus_100421,T0,T1,T1,2024-08-31,1.0.0
9d663f9ec56a,HS-100408,ACC-2407,cus_100407,T0,T1,T1,2024-08-31,1.0.0
9d7de9537b7e,HS-100635,ACC-2634,cus_100634,T0,T1,T1,2024-08-31,1.0.0
9d8fc5e5d801,HS-100207,ACC-2206,cus_100206,T0,T1,T1,2024-08-31,1.0.0
9de59d515b9f,HS-100649,ACC-2648,cus_100648,T0,T1,T1,2024-08-31,1.0.0
9e27ccf7896b,HS-100108,ACC-2107,cus_100107,T2,T1,T2,2024-08-31,1.0.0
9e718ad7d560,HS-100577,ACC-2576,cus_100576,T2,T1,T2,2024-08-31,1.0.0
9eb7a3a6657b,HS-100584,ACC-2583,cus_100583,T0,T1,T1,2024-08-31,1.0.0
9f0aac78fb2f,HS-100379,ACC-2378,cus_100378,T0,T1,T1,2024-08-31,1.0.0
a016ad959c90,HS-100396,ACC-2395,cus_100395,T0,T1,T1,2024-08-31,1.0.0
a18e4270c86b,HS-100257,ACC-2256,cus_100256,T0,T1,T1,2024-08-31,1.0.0
a1b6591a36c2,HS-100426,ACC-2425,cus_100425,T0,T1,T1,2024-08-31,1.0.0
a1baa2e417d2,HS-100250,ACC-2249,cus_100249,T0,T1,T1,2024-08-31,1.0.0
a24f4d4bb486,HS-100543,ACC-2542,cus_100542,T0,T1,T1,2024-08-31,1.0.0
a2b85136e7b2,HS-100195,ACC-2194,cus_100194,T0,T1,T1,2024-08-31,1.0.0
a2f4b7cd7eb1,HS-100630,ACC-2629,cus_100629,T0,T1,T1,2024-08-31,1.0.0
a321e5e40776,HS-100475,ACC-2474,cus_100474,T0,T1,T1,2024-08-31,1.0.0
a323d4abf458,HS-100085,ACC-2084,cus_100084,T0,T1,T1,2024-08-31,1.0.0
a50bd28fa87f,HS-100050,ACC-2049,cus_100049,T0,T1,T1,2024-08-31,1.0.0
a54889f58f60,HS-100412,ACC-2411,cus_100411,T0,T1,T1,2024-08-31,1.0.0
a565c66b9bc6,HS-100517,ACC-2516,cus_100516,T0,T1,T1,2024-08-31,1.0.0
a62f0320022a,HS-100414,ACC-2413,cus_100413,T0,T1,T1,2024-08-31,1.0.0
a6444ea5d4ad,HS-100452,ACC-2451,cus_100451,T0,T1,T1,2024-08-31,1.0.0
a6735df00d27,HS-100131,ACC-2130,cus_100130,T0,T1,T1,2024-08-31,1.0.0
a6d940689369,HS-100461,ACC-2460,cus_100460,T0,T1,T1,2024-08-31,1.0.0
a79430c11e48,HS-100595,ACC-2594,cus_100594,T0,T1,T1,2024-08-31,1.0.0
a888ac2fc626,HS-100190,ACC-2189,cus_100189,T0,T1,T1,2024-08-31,1.0.0
a93e31f7946a,HS-100579,ACC-2578,cus_100578,T2,T1,T2,2024-08-31,1.0.0
a99b55b3b218,HS-100114,ACC-2113,cus_100113,T0,T1,T1,2024-08-31,1.0.0
aa00b58df5b0,HS-100621,ACC-2620,cus_100620,T0,T1,T1,2024-08-31,1.0.0
aa269e39c32a,HS-100272,ACC-2271,cus_100271,T0,T1,T1,2024-08-31,1.0.0
aa6b09af8aaf,HS-100189,ACC-2188,cus_100188,T0,T1,T1,2024-08-31,1.0.0
aad8b8edc903,HS-100269,ACC-2268,cus_100268,T0,T1,T1,2024-08-31,1.0.0
ab72e3445be1,HS-100592,ACC-2591,cus_100591,T0,T1,T1,2024-08-31,1.0.0
ab838c4c08e3,HS-100305,ACC-2304,cus_100304,T2,T1,T2,2024-08-31,1.0.0
acef081a80f0,HS-100217,ACC-2216,cus_100216,T0,T1,T1,2024-08-31,1.0.0
ad2278a4a6c6,HS-100596,ACC-2595,cus_100595,T0,T1,T1,2024-08-31,1.0.0
ae22895bdbc5,HS-100278,ACC-2277,cus_100277,T0,T1,T1,2024-08-31,1.0.0
ae32988dfca5,HS-100647,ACC-2646,cus_100646,T0,T1,T1,2024-08-31,1.0.0
af6b45260c23,HS-100388,ACC-2387,cus_100387,T0,T1,T1,2024-08-31,1.0.0
afea25b3f304,HS-100215,ACC-2214,cus_100214,T0,T1,T1,2024-08-31,1.0.0
b11ab648f308,HS-100615,ACC-2614,cus_100614,T0,T1,T1,2024-08-31,1.0.0
b16fd3de8400,HS-100205,ACC-2204,cus_100204,T0,T1,T1,2024-08-31,1.0.0
b24de45006f0,HS-100192,ACC-2191,cus_100191,T2,T1,T2,2024-08-31,1.0.0
b2bb026d825d,HS-100363,ACC-2362,cus_100362,T0,T1,T1,2024-08-31,1.0.0
b2f4d7709dc0,HS-100074,ACC-2073,cus_100073,T0,T1,T1,2024-08-31,1.0.0
b3a24e63f76b,HS-100173,ACC-2172,cus_100172,T0,T1,T1,2024-08-31,1.0.0
b454b2f7bd1c,HS-100566,ACC-2565,cus_100565,T0,T1,T1,2024-08-31,1.0.0
b4c838eb089c,HS-100602,ACC-2601,cus_100601,T0,T1,T1,2024-08-31,1.0.0
b4e6ad0d057a,HS-100604,ACC-2603,cus_100603,T0,T1,T1,2024-08-31,1.0.0
b514dcb01651,HS-100154,ACC-2153,cus_100153,T0,T1,T1,2024-08-31,1.0.0
b585e4ebcc98,HS-100316,ACC-2315,cus_100315,T0,T1,T1,2024-08-31,1.0.0
b5e018ec0013,HS-100001,ACC-2000,cus_100000,T2,T1,T2,2024-08-31,1.0.0
b60f62d4c3c4,HS-100328,ACC-2327,cus_100327,T0,T1,T1,2024-08-31,1.0.0
b6227ca140ae,HS-100514,ACC-2513,cus_100513,T0,T1,T1,2024-08-31,1.0.0
b6f7ec4c7c1a,HS-100413,ACC-2412,cus_100412,T2,T1,T2,2024-08-31,1.0.0
b71038723b34,HS-100437,ACC-2436,cus_100436,T0,T1,T1,2024-08-31,1.0.0
b7214f7de0d2,HS-100515,ACC-2514,cus_100514,T0,T1,T1,2024-08-31,1.0.0
b743d34f10a8,HS-100182,ACC-2181,cus_100181,T0,T1,T1,2024-08-31,1.0.0
b898e16bae56,HS-100434,ACC-2433,cus_100433,T0,T1,T1,2024-08-31,1.0.0
b8a43530cf08,HS-100616,ACC-2615,cus_100615,T0,T1,T1,2024-08-31,1.0.0
b8ff0ac62b88,HS-100473,ACC-2472,cus_100472,T0,T1,T1,2024-08-31,1.0.0
b909b1288f6f,HS-100295,ACC-2294,cus_100294,T0,T1,T1,2024-08-31,1.0.0
ba0e4a372968,HS-100591,ACC-2590,cus_100590,T2,T1,T2,2024-08-31,1.0.0
bad845ea6ecb,HS-100443,ACC-2442,cus_100442,T0,T1,T1,2024-08-31,1.0.0
baf649016fa9,HS-100500,ACC-2499,cus_100499,T0,T1,T1,2024-08-31,1.0.0
bb332bfd6480,HS-100129,ACC-2128,cus_100128,T0,T1,T1,2024-08-31,1.0.0
bcbbeb996730,HS-100495,ACC-2494,cus_100494,T0,T1,T1,2024-08-31,1.0.0
bcdb022bc305,HS-100600,ACC-2599,cus_100599,T0,T1,T1,2024-08-31,1.0.0
be921c1e148e,HS-100262,ACC-2261,cus_100261,T0,T1,T1,2024-08-31,1.0.0
bee384ef88de,HS-100158,ACC-2157,cus_100157,T0,T1,T1,2024-08-31,1.0.0
bfcbb37719b9,HS-100330,ACC-2329,cus_100329,T0,T1,T1,2024-08-31,1.0.0
bfcc93c1234c,HS-100008,ACC-2007,cus_100007,T0,T1,T1,2024-08-31,1.0.0
c0d5050c1786,HS-100034,ACC-2033,cus_100033,T0,T1,T1,2024-08-31,1.0.0
c0e6f6e5493b,HS-100335,ACC-2334,cus_100334,T0,T1,T1,2024-08-31,1.0.0
c12476e908d2,HS-100091,ACC-2090,cus_100090,T2,T1,T2,2024-08-31,1.0.0
c14e78b458d1,HS-100072,ACC-2071,cus_100071,T0,T1,T1,2024-08-31,1.0.0
c173e9322576,HS-100234,ACC-2233,cus_100233,T0,T1,T1,2024-08-31,1.0.0
c194e3bdfad5,HS-100311,ACC-2310,cus_100310,T0,T1,T1,2024-08-31,1.0.0
c22a9a5e32c4,HS-100370,ACC-2369,cus_100369,T0,T1,T1,2024-08-31,1.0.0
c259030f0a56,HS-100321,ACC-2320,cus_100320,T0,T1,T1,2024-08-31,1.0.0
c29e32af3d21,HS-100609,ACC-2608,cus_100608,T0,T1,T1,2024-08-31,1.0.0
c326e9fdf2b2,HS-100386,ACC-2385,cus_100385,T0,T1,T1,2024-08-31,1.0.0
c434d20674b5,HS-100487,ACC-2486,cus_100486,T0,T1,T1,2024-08-31,1.0.0
c488ec042e89,HS-100347,ACC-2346,cus_100346,T0,T1,T1,2024-08-31,1.0.0
c4a02f8c12cd,HS-100501,ACC-2500,cus_100500,T0,T1,T1,2024-08-31,1.0.0
c518f6a1dc57,HS-100419,ACC-2418,cus_100418,T0,T1,T1,2024-08-31,1.0.0
c5350fab0bb4,HS-100063,ACC-2062,cus_100062,T0,T1,T1,2024-08-31,1.0.0
c564e6bc20a2,HS-100080,ACC-2079,cus_100079,T0,T1,T1,2024-08-31,1.0.0
c6699f5bce6f,HS-100212,ACC-2211,cus_100211,T0,T1,T1,2024-08-31,1.0.0
c6ddaadf8a3c,HS-100380,ACC-2379,cus_100379,T0,T1,T1,2024-08-31,1.0.0
c722bd70bb6d,HS-100580,ACC-2579,cus_100579,T0,T1,T1,2024-08-31,1.0.0
c7ae629f0670,HS-100459,ACC-2458,cus_100458,T0,T1,T1,2024-08-31,1.0.0
c7b8e3dd3d9e,HS-100466,ACC-2465,cus_100465,T2,T1,T2,2024-08-31,1.0.0
c7c91bce755e,HS-100355,ACC-2354,cus_100354,T0,T1,T1,2024-08-31,1.0.0
c7e410d860dd,HS-100532,ACC-2531,cus_100531,T0,T1,T1,2024-08-31,1.0.0
c80df26f0cb2,HS-100119,ACC-2118,cus_100118,T0,T1,T1,2024-08-31,1.0.0
c82c8b5945bb,HS-100598,ACC-2597,cus_100597,T0,T1,T1,2024-08-31,1.0.0
c87b1eef63b3,HS-100431,ACC-2430,cus_100430,T0,T1,T1,2024-08-31,1.0.0
c8d1b8b01b16,HS-100582,ACC-2581,cus_100581,T0,T1,T1,2024-08-31,1.0.0
c906fcd56eec,HS-100125,ACC-2124,cus_100124,T0,T1,T1,2024-08-31,1.0.0
c92187f76a50,HS-100092,ACC-2091,cus_100091,T0,T1,T1,2024-08-31,1.0.0
c95e7040378c,HS-100346,ACC-2345,cus_100345,T0,T1,T1,2024-08-31,1.0.0
c9cd0bb0cc08,HS-100427,ACC-2426,cus_100426,T0,T1,T1,2024-08-31,1.0.0
ca4b97d0cb79,HS-100026,ACC-2025,cus_100025,T0,T1,T1,2024-08-31,1.0.0
cba7ec6afd2e,HS-100492,ACC-2491,cus_100491,T0,T1,T1,2024-08-31,1.0.0
cbf0d50a86e7,HS-100256,ACC-2255,cus_100255,T0,T1,T1,2024-08-31,1.0.0
cc612f12a5f3,HS-100576,ACC-2575,cus_100575,T0,T1,T1,2024-08-31,1.0.0
cc7284c118af,HS-100199,ACC-2198,cus_100198,T0,T1,T1,2024-08-31,1.0.0
ccb9abe7b224,HS-100232,ACC-2231,cus_100231,T0,T1,T1,2024-08-31,1.0.0
cce4e07ce38c,HS-100438,ACC-2437,cus_100437,T0,T1,T1,2024-08-31,1.0.0
cced8c3d305b,HS-100137,ACC-2136,cus_100136,T0,T1,T1,2024-08-31,1.0.0
cd022db07256,HS-100617,ACC-2616,cus_100616,T0,T1,T1,2024-08-31,1.0.0
cdd0fe341983,HS-100575,ACC-2574,cus_100574,T0,T1,T1,2024-08-31,1.0.0
cde501cb7a7d,HS-100082,ACC-2081,cus_100081,T0,T1,T1,2024-08-31,1.0.0
cf932e3d82d8,HS-100571,ACC-2570,cus_100570,T0,T1,T1,2024-08-31,1.0.0
cfa499631566,HS-100094,ACC-2093,cus_100093,T0,T1,T1,2024-08-31,1.0.0
d003a5126727,HS-100067,ACC-2066,cus_100066,T0,T1,T1,2024-08-31,1.0.0
d0cc2b9c1ce9,HS-100507,ACC-2506,cus_100506,T0,T1,T1,2024-08-31,1.0.0
d0d1124d8f9a,HS-100359,ACC-2358,cus_100358,T0,T1,T1,2024-08-31,1.0.0
d12b484f1480,HS-100350,ACC-2349,cus_100349,T0,T1,T1,2024-08-31,1.0.0
d16deb81827f,HS-100073,ACC-2072,cus_100072,T0,T1,T1,2024-08-31,1.0.0
d17a1cb67764,HS-100625,ACC-2624,cus_100624,T0,T1,T1,2024-08-31,1.0.0
d23090c83713,HS-100450,ACC-2449,cus_100449,T0,T1,T1,2024-08-31,1.0.0
d3325cc67acf,HS-100156,ACC-2155,cus_100155,T0,T1,T1,2024-08-31,1.0.0
d34f4904aa84,HS-100178,ACC-2177,cus_100177,T0,T1,T1,2024-08-31,1.0.0
d375384bf8bc,HS-100112,ACC-2111,cus_100111,T0,T1,T1,2024-08-31,1.0.0
d3d6430ce9c4,HS-100028,ACC-2027,cus_100027,T2,T1,T2,2024-08-31,1.0.0
d54c9d70035a,HS-100293,ACC-2292,cus_100292,T0,T1,T1,2024-08-31,1.0.0
d57e35ff96ea,HS-100150,ACC-2149,cus_100149,T0,T1,T1,2024-08-31,1.0.0
d591a4e10426,HS-100568,ACC-2567,cus_100567,T0,T1,T1,2024-08-31,1.0.0
d60d16238ec6,HS-100235,ACC-2234,cus_100234,T0,T1,T1,2024-08-31,1.0.0
d6c94dcf68f9,HS-100274,ACC-2273,cus_100273,T2,T1,T2,2024-08-31,1.0.0
d6e7796e9cfc,HS-100334,ACC-2333,cus_100333,T0,T1,T1,2024-08-31,1.0.0
d6eff0593968,HS-100101,ACC-2100,cus_100100,T0,T1,T1,2024-08-31,1.0.0
d708a60010d8,HS-100471,ACC-2470,cus_100470,T0,T1,T1,2024-08-31,1.0.0
d7e2debcb1e4,HS-100007,ACC-2006,cus_100006,T0,T1,T1,2024-08-31,1.0.0
d7f2491cbf17,HS-100480,ACC-2479,cus_100479,T0,T1,T1,2024-08-31,1.0.0
d7f7a6231274,HS-100264,ACC-2263,cus_100263,T0,T1,T1,2024-08-31,1.0.0
d81850081a01,HS-100384,ACC-2383,cus_100383,T2,T1,T2,2024-08-31,1.0.0
d8222a570c5e,HS-100218,ACC-2217,cus_100217,T0,T1,T1,2024-08-31,1.0.0
d8cba4a1d43d,HS-100522,ACC-2521,cus_100521,T2,T1,T2,2024-08-31,1.0.0
d996f9b6f1f8,HS-100171,ACC-2170,cus_100170,T0,T1,T1,2024-08-31,1.0.0
da2408f43334,HS-100040,ACC-2039,cus_100039,T0,T1,T1,2024-08-31,1.0.0
da3f37a71944,HS-100432,ACC-2431,cus_100431,T0,T1,T1,2024-08-31,1.0.0
daa4aa7c8cad,HS-100393,ACC-2392,cus_100392,T0,T1,T1,2024-08-31,1.0.0
